ODIndex	originLat	originLng	destinationLat	destinationLng	ArcGISMile	ArcGISMin
9953	35.070369	-80.833837	35.302537	-80.914594	25.188426616	27.5946646595
9954	35.345749	-80.710493	35.213081	-80.823196	18.4323161619	23.4377180104
9955	35.264312	-80.752479	35.146061	-80.967424	22.9526931044	26.5847522031
9956	35.054305	-80.745887	35.058501	-80.783461	4.3788654754	12.2241692234
9957	35.352920	-80.773692	35.082727	-80.910216	26.201471224	32.51084981
9958	35.231319	-80.828306	35.050071	-80.804924	20.2689482917	23.5405335233
9959	35.256185	-80.811024	35.097435	-80.724453	15.5640624489	26.140163768
9960	35.215517	-80.987864	35.125450	-80.830243	15.8099757878	23.9785852683
9961	35.244592	-80.857699	35.303616	-80.899187	5.58218680774	9.26348533081
9962	35.208449	-80.731631	35.318527	-80.830440	14.2673549566	19.9119041113
9963	35.383505	-80.923140	35.251996	-80.899158	13.2348186897	18.5370289198
9964	35.067699	-80.835669	35.070174	-81.024791	17.3562587786	21.7384103438
9965	35.110936	-80.979983	35.193825	-80.876068	11.4658917358	16.8876631337
9966	35.144151	-80.950141	35.335252	-80.808841	22.7010388418	26.6892174085
9967	35.257457	-80.683566	35.440944	-80.846784	24.8398415098	31.3135603028
9968	35.358708	-80.782153	35.212056	-80.804012	16.7733453337	23.385179798
9969	35.288327	-80.899669	35.343132	-80.721929	15.8018649626	19.2524657876
9970	35.267169	-80.794875	35.174862	-80.804117	7.67891523882	14.7237060943
9971	35.135987	-80.744239	35.087608	-80.701008	4.59300105792	10.2354461148
9972	35.146691	-80.918102	35.089757	-80.915966	5.41112921068	9.40577596975
9973	35.243125	-80.793031	35.518742	-80.849525	26.9144148274	31.8467126412
9974	35.347289	-80.777980	35.134233	-80.859950	23.757604445	31.7526024092
9975	35.331029	-80.808391	35.338918	-80.860532	4.80363833035	8.9450365954
9976	35.275285	-80.780295	35.107818	-80.866374	18.5377417571	27.8500546929
9977	35.487319	-80.908875	35.294078	-80.844007	16.0445983919	20.7429494739
9978	35.366167	-80.796232	35.082436	-80.724367	30.7049716714	35.3920979446
9979	35.218379	-80.865236	35.304511	-80.882224	8.71036739423	12.8999463044
9980	35.259980	-80.855231	35.133887	-80.744595	13.0008811323	20.1347617428
9981	35.288428	-80.961875	35.457546	-80.784503	21.0985797504	26.4309890829
9982	35.308274	-80.931046	35.125098	-80.869281	20.907275231	23.6777965178
9983	35.351698	-80.891723	35.229564	-80.856647	10.9090741178	15.7977745274
9984	35.444625	-80.850490	35.294842	-80.948310	17.7676549209	20.8866170526
9985	35.094149	-80.731394	35.281034	-80.712687	22.6307280695	27.4692337283
9986	35.310744	-80.967694	35.225808	-80.850776	11.7276153496	18.1353326701
9987	35.276904	-80.874960	35.105384	-80.852922	16.0940567763	24.8231139756
9988	35.183574	-80.831759	35.072324	-80.883495	9.16463906321	18.7902033404
9989	35.178941	-80.781104	35.111570	-80.876261	9.16603666473	18.2143696497
9990	35.079734	-80.985016	35.273138	-80.923007	17.5387530917	25.9245906534
9991	35.252032	-80.740699	35.199500	-80.671273	7.69886014936	14.4125617436
9992	35.163131	-80.743217	35.479644	-80.818919	28.4269224556	35.9649611035
9993	35.308620	-80.912178	35.281204	-80.803091	9.35361698125	14.6281249788
9994	35.034043	-80.839678	35.116905	-81.029321	19.6073877412	27.1405544132
9995	35.178083	-80.733667	35.213076	-80.557842	13.1489653822	20.0118469955
9996	35.260748	-80.866913	35.182076	-80.733779	11.2723989623	17.3246712157
9997	35.483950	-80.849663	35.480486	-80.883290	2.15635719894	7.46415814789
9998	35.101194	-80.870474	35.408684	-80.826250	27.6657574031	33.9571769564
9999	35.126003	-80.904436	35.317098	-80.812552	16.9130054737	23.0365483006
10000	35.107592	-80.808663	35.185788	-80.670836	13.2417967534	23.6623625473
