ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
12500	35.163030	-80.721545	35.035782	-80.841327	17.9 mi	24 mins	999	999	17.742	24.0666666667
12501	35.106304	-80.964829	35.232300	-80.686186	25.7 mi	37 mins	999	999	23.854	34.95
12502	35.060719	-80.819164	35.204916	-80.928028	18.0 mi	22 mins	999	999	17.091	20.4
12503	35.219425	-80.770579	35.424733	-80.838394	20.0 mi	26 mins	999	999	20.429	25.0166666667
12504	35.153563	-80.791729	35.368095	-80.784460	21.5 mi	32 mins	999	999	19.622	29.4333333333
12505	35.207600	-80.849770	35.174999	-80.840935	2.9 mi	8 mins	999	999	3.075	8.13333333333
12506	35.182561	-80.868062	35.126639	-80.815923	6.3 mi	15 mins	999	999	6.293	14.2166666667
12507	35.427190	-80.882655	35.272208	-80.974343	16.7 mi	20 mins	999	999	18.326	22.4166666667
12508	35.096794	-80.726425	35.326221	-80.743079	25.6 mi	28 mins	999	999	25.495	30.8833333333
12509	35.138433	-80.822555	35.422581	-80.833396	25.4 mi	35 mins	999	999	22.982	31.6833333333
12510	35.179333	-80.673652	35.099582	-80.837636	15.9 mi	26 mins	999	999	15.969	23.15
12511	35.274909	-80.699201	35.251933	-80.876491	13.6 mi	18 mins	999	999	13.404	20.25
12512	35.101141	-80.754576	35.339542	-80.879401	23.6 mi	36 mins	999	999	23.236	34.9333333333
12513	35.250357	-80.955758	35.220923	-80.756179	16.0 mi	23 mins	999	999	16.006	21.9833333333
12514	35.422579	-80.847273	35.107606	-80.736129	28.0 mi	39 mins	999	999	28.548	38.75
12515	35.215813	-80.885120	35.081483	-80.825797	14.4 mi	19 mins	999	999	14.408	17.8833333333
12516	35.254909	-80.800760	35.306236	-80.818818	5.5 mi	12 mins	999	999	5.509	10.6
12517	35.108890	-80.743209	35.150651	-80.712233	4.4 mi	10 mins	999	999	5.322	9.73333333333
12518	35.297655	-80.723964	35.133058	-80.803255	14.6 mi	28 mins	999	999	15.205	25.9333333333
12519	35.200056	-80.808934	35.032483	-80.809712	14.4 mi	26 mins	999	999	14.609	23.2833333333
12520	35.136997	-80.900458	35.242735	-80.924799	9.8 mi	15 mins	999	999	9.654	14.6833333333
12521	35.193366	-80.821857	35.254508	-80.729991	9.2 mi	19 mins	999	999	9.882	15.95
12522	35.204444	-80.697379	35.190802	-80.787611	7.0 mi	14 mins	999	999	7.043	12.6666666667
12523	35.301178	-80.945849	35.476567	-80.881724	18.8 mi	23 mins	999	999	19.441	24.3166666667
12524	35.172745	-80.822125	35.428014	-80.819473	20.8 mi	29 mins	999	999	20.784	26.5166666667
12525	35.412360	-80.869073	35.315972	-80.719437	19.2 mi	24 mins	999	999	14.728	22.9333333333
12526	35.115473	-80.751652	35.105440	-80.806060	4.3 mi	10 mins	999	999	5.675	11.1833333333
12527	35.338921	-80.817017	35.115507	-80.959684	22.2 mi	29 mins	999	999	21.582	27.3
12528	35.196425	-80.916451	35.051625	-80.819822	15.9 mi	20 mins	999	999	15.954	19.4166666667
12529	35.396166	-80.875259	35.272659	-80.807741	14.5 mi	18 mins	999	999	14.393	17.7333333333
12530	35.236867	-80.863157	35.078417	-80.826770	16.2 mi	21 mins	999	999	16.302	20.8333333333
12531	35.136236	-80.814958	35.135091	-80.933230	11.8 mi	20 mins	999	999	9.809	16.7333333333
12532	35.402676	-80.870117	35.148551	-81.014185	26.4 mi	30 mins	999	999	27.861	35.4833333333
12533	35.326050	-80.948971	35.323165	-80.954156	0.4 mi	1 min	999	999	0.688	1.91666666667
12534	35.098481	-80.758786	35.343385	-80.703628	26.8 mi	31 mins	999	999	24.408	33.0
12535	35.090079	-80.885878	35.022438	-80.825608	7.9 mi	14 mins	999	999	7.384	12.3333333333
12536	35.234561	-80.780578	35.458089	-80.852681	20.2 mi	28 mins	999	999	22.634	28.7
12537	35.121396	-80.679387	35.246560	-80.915248	18.4 mi	29 mins	999	999	19.607	26.6333333333
12538	35.296857	-80.829992	35.193124	-80.746982	12.3 mi	21 mins	999	999	12.343	21.2833333333
12539	35.228914	-80.632285	35.160836	-80.761457	11.7 mi	22 mins	999	999	11.762	20.35
12540	35.285452	-80.869425	35.448275	-80.880241	13.5 mi	19 mins	999	999	13.97	19.7833333333
12541	35.083593	-80.979911	35.031373	-80.807548	16.4 mi	22 mins	999	999	14.726	24.75
12542	35.482327	-80.892911	35.189307	-80.663739	31.6 mi	40 mins	999	999	31.682	38.45
12543	35.149549	-80.753996	35.163131	-80.743217	2.2 mi	6 mins	999	999	2.172	6.13333333333
12544	35.307497	-80.747561	35.339848	-80.881918	9.7 mi	17 mins	999	999	10.699	17.4
12545	35.078947	-80.787981	35.428453	-80.849553	27.6 mi	40 mins	999	999	27.64	36.4666666667
