ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
87563	35.091676	-80.968385	35.291141	-80.693213	29.5 mi	40 mins	29.509	41.0666666667	29.509	41.0666666667
87564	35.075736	-80.882304	35.413107	-80.901247	29.6 mi	36 mins	28.775	32.5833333333	28.775	32.5833333333
87565	35.470242	-80.940372	35.044279	-80.775119	42.8 mi	49 mins	42.881	52.6166666667	42.881	52.6166666667
87566	35.393655	-80.903929	35.042212	-80.768846	36.8 mi	39 mins	37.005	41.2	37.005	41.2
87567	35.417591	-80.851664	35.070146	-80.760283	36.0 mi	42 mins	30.483	42.55	30.483	42.55
87568	35.078571	-80.815094	35.517402	-80.850597	41.9 mi	46 mins	40.381	44.2166666667	40.381	44.2166666667
87569	35.203099	-80.560317	35.495754	-80.832849	34.8 mi	43 mins	37.245	49.9666666667	37.245	49.9666666667
87570	35.045285	-80.788294	35.470204	-80.936327	43.9 mi	51 mins	38.209	55.8166666667	38.209	55.8166666667
87571	35.444680	-80.859093	35.090052	-80.982552	31.2 mi	35 mins	31.603	39.35	31.603	39.35
87572	35.163534	-80.763371	35.516481	-80.850182	32.8 mi	40 mins	31.232	38.3666666667	31.232	38.3666666667
87573	35.207265	-80.894652	35.202793	-80.875332	2.0 mi	5 mins	2.027	4.36666666667	2.027	4.36666666667
87574	35.134692	-80.995072	35.480732	-80.814208	34.8 mi	40 mins	34.662	43.2666666667	34.662	43.2666666667
87575	35.151455	-80.756035	35.491626	-80.865548	28.0 mi	35 mins	28.037	34.45	28.037	34.45
87576	35.064847	-81.011815	35.378785	-80.796803	30.2 mi	36 mins	30.016	40.1166666667	30.016	40.1166666667
87577	35.050890	-80.811445	35.461284	-80.853045	36.5 mi	42 mins	36.44	39.7166666667	36.44	39.7166666667
87578	35.094026	-80.745054	35.478785	-80.882943	32.7 mi	45 mins	34.529	42.4833333333	34.529	42.4833333333
87579	35.467034	-80.782993	35.136362	-80.890365	29.6 mi	37 mins	28.571	39.0666666667	28.571	39.0666666667
87580	35.216536	-80.610616	35.287589	-80.980776	34.1 mi	36 mins	26.876	36.2166666667	26.876	36.2166666667
87581	35.408147	-80.844022	35.036381	-80.842086	31.2 mi	36 mins	31.259	34.2666666667	31.259	34.2666666667
87582	35.438734	-80.819370	35.075704	-80.989028	31.7 mi	38 mins	31.612	37.75	31.612	37.75
87583	35.346247	-80.723342	35.069049	-81.040674	34.5 mi	44 mins	32.163	49.5833333333	32.163	49.5833333333
87584	35.076028	-80.833957	35.444552	-80.878722	31.2 mi	36 mins	31.695	36.6	31.695	36.6
87585	35.209274	-80.735543	35.221555	-80.721101	1.8 mi	5 mins	1.848	5.08333333333	1.848	5.08333333333
87586	35.079885	-80.748636	35.082870	-80.757999	0.9 mi	3 mins	0.932	3.56666666667	0.932	3.56666666667
87587	35.053355	-80.865213	35.486603	-80.878262	35.6 mi	39 mins	34.41	38.45	34.41	38.45
87588	35.301413	-80.813845	35.302203	-80.822072	0.8 mi	2 mins	0.802	2.65	0.802	2.65
87589	35.307649	-80.934748	35.159826	-80.610587	33.1 mi	37 mins	24.479	35.1833333333	24.479	35.1833333333
87590	35.065285	-80.765227	35.413890	-80.836227	33.9 mi	38 mins	27.621	35.1833333333	27.621	35.1833333333
87591	35.228109	-80.659666	35.488584	-80.880364	32.1 mi	39 mins	31.618	38.4333333333	31.618	38.4333333333
87592	35.101658	-80.998248	35.397723	-80.768768	31.8 mi	37 mins	30.497	38.9833333333	30.497	38.9833333333
87593	35.474306	-80.871410	35.196731	-80.670733	31.1 mi	39 mins	31.155	38.0333333333	31.155	38.0333333333
87594	35.150222	-80.957267	35.482444	-80.852786	30.4 mi	32 mins	29.841	33.6333333333	29.841	33.6333333333
87595	35.449982	-80.866900	35.109371	-80.994876	30.8 mi	34 mins	30.631	38.2166666667	30.631	38.2166666667
87596	35.065095	-80.761009	35.462591	-80.880430	37.6 mi	41 mins	31.539	39.6	31.539	39.6
87597	35.487645	-80.861192	35.151116	-80.650985	33.0 mi	43 mins	33.098	40.35	33.098	40.35
87598	35.461506	-80.862634	35.099259	-80.859191	31.3 mi	36 mins	28.977	37.65	28.977	37.65
87599	35.433323	-80.818865	35.086653	-80.706812	37.4 mi	45 mins	33.067	43.5	33.067	43.5
87600	35.485602	-80.883017	35.085066	-81.019957	33.9 mi	39 mins	34.074	39.4833333333	34.074	39.4833333333
87601	35.239597	-80.619243	35.059101	-81.025469	38.0 mi	45 mins	32.843	51.7166666667	32.843	51.7166666667
87602	35.076873	-80.990220	35.372777	-80.779846	30.6 mi	38 mins	32.585	43.4833333333	32.585	43.4833333333
87603	35.433446	-80.861430	35.072552	-80.752856	30.6 mi	43 mins	29.03	39.6666666667	29.03	39.6666666667
87604	35.467537	-80.888152	35.088899	-80.994043	32.2 mi	37 mins	32.214	37.3833333333	32.214	37.3833333333
87605	35.076977	-80.721982	35.516518	-80.848680	40.2 mi	52 mins	39.52	50.1166666667	39.52	50.1166666667
87606	35.477058	-80.897126	35.101775	-80.765864	33.4 mi	43 mins	32.005	40.8333333333	32.005	40.8333333333
87607	35.078934	-80.821355	35.506037	-80.804050	39.1 mi	47 mins	39.077	47.5833333333	39.077	47.5833333333
87608	35.123272	-80.986153	35.203784	-80.599655	34.9 mi	42 mins	36.752	42.4166666667	36.752	42.4166666667
87609	35.253507	-80.768688	35.249713	-80.753328	1.4 mi	4 mins	1.367	3.66666666667	1.367	3.66666666667
87610	35.063064	-81.032594	35.301387	-80.733462	29.9 mi	38 mins	27.969	39.25	27.969	39.25
87611	35.177181	-80.651657	35.464232	-80.914685	33.5 mi	43 mins	33.537	42.2666666667	33.537	42.2666666667
87612	35.037890	-80.770589	35.430415	-80.897664	39.2 mi	43 mins	33.378	41.8333333333	33.378	41.8333333333
