ODIndex	originLat	originLng	destinationLat	destinationLng	ArcGISMile	ArcGISMin
95003	35.065271	-80.766639	35.505206	-80.869708	39.2616763171	40.4418301639
95004	35.102316	-80.725778	35.457832	-80.889783	30.7833236169	40.6662048842
95005	35.497253	-80.861315	35.088173	-81.019373	35.3895206621	39.9934156584
95006	35.160362	-80.770387	35.143436	-80.775116	1.61436526235	3.86268067896
95007	35.394394	-80.906151	35.412174	-80.908104	3.99464332473	7.51383659297
95008	35.475863	-80.857694	35.132470	-80.647316	39.2958126511	48.2068001263
95009	35.500764	-80.888685	35.103546	-80.740353	33.3175187379	43.959347411
95010	35.089783	-80.909537	35.490264	-80.832093	34.464129378	39.9290614604
95011	35.259415	-80.832760	35.257558	-80.829041	0.342462174192	1.27337520297
95012	35.113262	-80.792338	35.101384	-80.800605	1.40441655483	5.09844315546
95013	35.477721	-80.917227	35.082563	-81.034079	38.6986513677	46.7605175498
95014	35.478361	-80.864743	35.101803	-81.003510	32.9632025222	38.6488273091
95015	35.179710	-80.737006	35.174266	-80.745806	1.26177521321	3.61651335922
95016	35.345419	-80.789274	35.346433	-80.807533	3.13269201894	7.70965282283
95017	35.477058	-80.897126	35.115473	-80.751652	31.8243207293	40.656340658
95018	35.080661	-80.891628	35.464590	-80.806608	33.5473540696	40.0208528613
95019	35.244450	-80.810169	35.252140	-80.804497	0.856472675354	2.39584938203
95020	35.472067	-80.806502	35.110717	-81.003581	35.3074207563	42.0589840643
95021	35.124378	-80.862584	35.127249	-80.872856	1.55241298812	4.6464104218
95022	35.464355	-80.911298	35.023609	-80.817885	39.9568700633	48.4399508659
95023	35.425843	-80.877069	35.086480	-80.696050	30.1349316307	39.3398753768
95024	35.496028	-80.911799	35.105312	-80.771455	35.2202037131	47.446138753
95025	35.055381	-80.816095	35.462827	-80.780476	38.7134547461	46.175586229
95026	35.148215	-80.680439	35.146897	-80.700577	2.11449804955	3.73598660556
95027	35.053382	-80.801053	35.467506	-80.885525	36.5518418737	42.5521313979
95028	35.126211	-80.665999	35.491825	-80.850581	35.1287545008	46.3876993572
95029	35.105658	-80.977256	35.465460	-80.785881	35.0313000956	43.8859051151
95030	35.436314	-80.891936	35.425843	-80.877069	2.69531009871	6.1548065626
95031	35.074549	-80.852494	35.498863	-80.846485	35.0699969352	40.5997097943
95032	35.403069	-80.934283	35.079918	-80.726795	29.7518508553	44.9217425857
95033	35.209259	-80.730286	35.228952	-80.733092	2.19227632337	4.46540636027
95034	35.085822	-80.746337	35.090095	-80.762616	1.25466884701	3.80219352847
95035	35.317809	-80.696650	35.327196	-80.692661	1.57268911784	4.38893604182
95036	35.037120	-80.858289	35.472769	-80.792403	40.0622172686	47.270706701
95037	35.504849	-80.879803	35.067817	-81.004286	35.7143071518	42.4574481657
95038	35.258599	-80.909353	35.263655	-80.891653	1.29556127106	4.19825681484
95039	35.169774	-80.765297	35.186966	-80.775450	2.40942194586	4.78827372214
95040	35.218648	-80.607232	35.516837	-80.852727	44.3873506552	47.0573023512
95041	35.438126	-80.874718	35.050723	-80.784948	37.5896375489	41.8005647946
95042	35.445488	-80.881994	35.451866	-80.891524	1.47894742727	3.84544839842
95043	35.079147	-80.732449	35.422331	-80.908300	31.5615215797	45.6917457213
95044	35.173437	-80.662853	35.506613	-80.852756	33.0444711767	41.8996131315
95045	35.053092	-80.879083	35.052706	-80.885472	0.466747873318	1.12673683416
95046	35.076801	-80.772606	35.460483	-80.836759	39.8899322538	45.0149407769
95047	35.100516	-80.957860	35.481443	-80.820039	33.4051642883	39.397802519
95048	35.090329	-80.717953	35.448194	-80.885606	30.2801643593	41.1763068183
95049	35.055904	-80.832224	35.451963	-80.849554	34.2120711142	39.0169979253
95050	35.224128	-80.603246	35.275894	-80.997567	35.3980411823	38.244841085
95051	35.437391	-80.855790	35.022278	-80.831784	34.8727158799	40.0724317797
95052	35.078345	-80.864510	35.494285	-80.839421	34.3900531583	39.9102968566
95053	35.136636	-80.746563	35.147134	-80.744688	1.18711290354	2.32711703714
95054	35.473054	-80.923553	35.145316	-80.627541	43.7023672279	45.531963701
95055	35.111592	-80.776720	35.498087	-80.860458	33.20056422	41.8958190375
95056	35.036801	-80.784112	35.422938	-80.870989	35.8965064143	40.9028163127
95057	35.401991	-80.778489	35.024790	-80.846058	34.67046183	41.6398821491
95058	35.474536	-80.861046	35.026721	-80.852226	35.8304296493	41.7455434723
95059	35.439827	-80.892227	35.036137	-80.844911	34.4310395315	39.2711905244
