ODIndex	originLat	originLng	destinationLat	destinationLng	ArcGISMile	ArcGISMin
30601	35.189221	-80.830355	35.096431	-80.860442	7.66971759628	15.2591929121
30602	35.332766	-80.838522	35.252779	-80.670377	18.3743694296	24.680610853
30603	35.431240	-80.890743	35.337586	-80.859620	10.0318677747	14.6794512914
30604	35.145888	-80.871911	35.458522	-80.867262	24.3899576659	29.6144957666
30605	35.256081	-80.736332	35.158103	-80.721550	8.51055155402	14.9984253465
30606	35.162823	-80.984956	35.131316	-80.934595	5.23323601108	9.68362741576
30607	35.162115	-80.763488	35.310305	-80.796974	16.6892388616	25.597935935
30608	35.264082	-80.803624	35.033460	-80.811460	24.2538609344	30.7541985948
30609	35.302402	-80.933439	35.246338	-80.757444	13.6776978941	20.8670672189
30610	35.151238	-80.814721	35.259507	-80.857531	9.4697197107	17.9550202858
30611	35.200575	-80.864632	35.146867	-80.846220	4.46800906771	10.520009591
30612	35.413724	-80.833131	35.105720	-81.015913	29.15793302	34.2280686386
30613	35.483636	-80.866581	35.037637	-80.797987	38.0222849628	42.0071982608
30614	35.192399	-80.799317	35.069734	-80.730586	11.7488093975	22.3893894244
30615	35.127741	-80.749749	35.184528	-80.783811	6.28616913007	11.8180016405
30616	35.226848	-80.999311	35.177896	-80.783756	18.5823706344	25.3185847484
30617	35.472835	-80.936081	35.039284	-80.796004	41.6986894159	49.4614797416
30618	35.119985	-80.668430	35.242779	-80.979576	29.0522558627	30.7911405086
30619	35.144660	-80.826923	35.191852	-80.668085	12.8115984516	23.5726867246
30620	35.265543	-80.945976	35.210855	-80.674114	20.1936803125	28.9109526825
30621	35.140043	-80.671028	35.213929	-80.837453	13.2279779988	22.0929100968
30622	35.057912	-80.778025	35.338324	-80.957911	30.0746626628	32.6205263499
30623	35.173745	-80.716025	35.261665	-80.819085	11.1250645846	17.5741000742
30624	35.296326	-80.708048	35.268758	-80.682660	3.55556030585	8.28989075953
30625	35.325775	-80.890336	35.226102	-80.656482	26.7833175085	31.3526995371
30626	35.168113	-80.720822	35.393513	-80.872675	23.7356118833	31.4517540548
30627	35.457832	-80.889783	35.375902	-80.775387	14.5435071667	21.4328972992
30628	35.223385	-80.601800	35.047017	-80.831535	22.7405099383	25.4059815413
30629	35.076040	-80.752765	35.056964	-80.807957	4.06430016685	7.74838309012
30630	35.485291	-80.899033	35.168625	-80.715096	29.4138047012	36.423868414
30631	35.261261	-80.837056	35.167420	-80.785228	10.0192216946	14.5479169628
30632	35.128648	-80.904022	35.236121	-80.874896	9.11433877157	13.3421463853
30633	35.253986	-80.832207	35.251314	-80.954454	10.1477179057	13.7991518628
30634	35.416050	-80.840662	35.254715	-80.718740	22.2773836872	27.6418891865
30635	35.407991	-80.864825	35.162733	-80.775680	21.3728908821	25.8518346437
30636	35.241496	-80.830363	35.108220	-80.741450	13.9266780897	22.6551686347
30637	35.184753	-80.701462	35.155626	-80.641699	4.98217626584	9.1123234135
30638	35.145221	-80.843768	35.506619	-80.852982	29.4956773639	34.6580551819
30639	35.303876	-80.959322	35.091521	-80.735394	31.1444156116	36.9125021994
30640	35.421531	-80.851659	35.081027	-80.983255	29.5081282078	35.2805284688
30641	35.262307	-80.972805	35.075295	-80.735133	26.5128799462	30.4865026277
30642	35.105171	-80.753882	35.297686	-80.832930	18.5157468459	30.6691153743
30643	35.102273	-80.969862	35.207784	-80.721087	22.848287947	30.7618251835
30644	35.190155	-80.823182	35.464760	-80.861041	21.1517340692	27.0959112528
30645	35.344613	-80.712808	35.259139	-80.888357	16.1012842202	19.3723926696
30646	35.306195	-80.966787	35.129328	-80.873599	19.5902570627	23.8966769568
30647	35.209438	-80.655049	35.128544	-80.763438	11.2394142382	21.6458359361
30648	35.083112	-80.894239	35.044846	-80.835683	5.87007496705	11.2273222047
30649	35.418838	-80.841939	35.214798	-80.869970	15.9248490792	18.5868167374
30650	35.340244	-80.867104	35.472882	-80.896185	13.1258165347	18.6500118441
30651	35.239917	-80.972260	35.401991	-80.778489	19.9227594914	23.2758540451
30652	35.287700	-80.863258	35.244185	-80.912648	6.02877685254	10.3629989923
30653	35.216355	-80.787690	35.100271	-80.861417	10.9406126241	21.5090089759
30654	35.026886	-80.860278	35.142572	-80.862143	12.6259126438	23.2095321934
30655	35.249475	-80.729360	35.218459	-80.887365	14.1838404044	22.6642379825
30656	35.163303	-80.724938	35.037842	-80.789901	13.7163693803	20.4888177364
30657	35.142256	-80.785762	35.263793	-80.989811	18.7605227431	26.6207774736
30658	35.184920	-80.741221	35.445689	-80.776062	28.1065329914	34.2563158737
30659	35.139689	-80.953683	35.440248	-80.846853	27.7445745355	29.2644702241
30660	35.389749	-80.758319	35.184594	-80.744683	23.3890333111	30.2099820088
30661	35.185192	-80.678588	35.396294	-80.871611	24.8940042276	32.5967009592
30662	35.288707	-80.715084	35.429831	-80.852287	16.1353074682	25.9784323484
30663	35.210842	-80.671815	35.200249	-80.787399	7.40741627363	12.5197956881
30664	35.185604	-80.722928	35.228391	-81.000308	21.059016898	28.3355108145
30665	35.204698	-80.719258	35.285281	-80.697769	8.38706595294	13.9485318344
30666	35.297424	-80.711452	35.207566	-80.701699	12.6755515954	18.1656808871
30667	35.390227	-80.757475	35.406933	-80.866275	10.3248783705	16.1657628377
30668	35.244780	-80.807866	35.017556	-80.825916	22.9121002615	29.9203458081
30669	35.293435	-80.928328	35.185319	-80.958950	10.9795942635	14.2310899198
30670	35.324262	-80.791982	35.084408	-80.825040	25.0134235188	34.181513103
30671	35.050271	-80.852955	35.148798	-80.955619	12.6337544569	17.6442596357
30672	35.104927	-80.858467	35.025778	-80.838469	7.55186636242	12.2487648733
30673	35.192897	-80.827091	35.084178	-80.758602	9.41141531201	17.051221679
30674	35.321339	-80.710513	35.448357	-80.773679	13.1360698839	19.5762731452
30675	35.221329	-80.750083	35.131252	-80.828241	9.15098007916	18.8224168861
30676	35.082943	-80.792384	35.176876	-80.700026	10.2196011858	19.3974992955
30677	35.083450	-80.891029	35.278428	-80.991950	18.1749002088	21.676546062
30678	35.101901	-80.854927	35.173783	-80.612720	22.5795741676	25.2869639605
30679	35.450894	-80.770931	35.410040	-80.898067	10.2800773955	19.5574911891
30680	35.182224	-80.810852	35.173142	-80.734371	6.95913872278	13.6975303862
30681	35.072120	-80.759427	35.067899	-80.844700	6.23344424394	9.346986579
30682	35.090975	-81.002499	35.447296	-80.873249	31.1767998085	36.417678226
30683	35.206191	-80.730600	35.057429	-80.748728	15.5247178222	21.9883599862
30684	35.240164	-80.791600	35.222394	-80.804833	2.3545008532	6.63130213905
30685	35.160546	-80.740619	35.127286	-81.026062	26.8432343843	34.7287265431
30686	35.191771	-80.618921	35.404302	-80.832675	35.9389677482	38.6507690162
30687	35.421289	-80.874429	35.378204	-80.787191	8.7837774781	14.8741909021
30688	35.339403	-80.708405	35.332172	-80.895709	18.8015278543	23.8218528961
30689	35.440742	-80.768020	35.505915	-80.855698	7.59878082413	14.3656425567
30690	35.093735	-80.764630	35.225978	-80.881988	18.4917793433	27.2735057026
30691	35.092028	-80.848542	35.494285	-80.839421	34.9972007249	40.8549713923
30692	35.254418	-80.673267	35.068706	-80.793508	21.7147559805	25.8941044749
30693	35.293348	-80.931385	35.118780	-80.995932	16.1394940766	22.4536748335
30694	35.195938	-80.931772	35.473451	-80.785125	27.5166553614	34.6149468695
30695	35.326673	-80.707341	35.185178	-80.837574	20.2038908537	26.4883794105
30696	35.203743	-80.887122	35.128829	-80.774757	12.9340636195	23.7957742654
30697	35.342184	-80.786895	35.508993	-80.841446	17.0554682511	23.3371456876
30698	35.223676	-80.826740	35.343323	-80.861772	10.3768600968	12.8231199836
30699	35.276313	-80.709789	35.401559	-80.824377	14.6658798506	23.9431667561
30700	35.219007	-80.978007	35.233082	-80.787519	14.2819070595	21.725445865
30701	35.183738	-80.721843	35.124926	-80.674331	6.37900540013	11.5056885758
30702	35.301406	-80.689493	35.200875	-80.803159	13.0671568255	24.0288394434
30703	35.249643	-80.755489	35.411346	-80.861972	17.1712783482	22.3911646777
30704	35.247261	-80.944601	35.046893	-80.845391	18.6812304529	20.6509028408
30705	35.173642	-80.722295	35.111058	-80.879920	20.6305840529	25.6771295355
30706	35.153119	-80.860183	35.076312	-80.770777	10.6698110779	20.1591968945
30707	35.359788	-80.785931	35.458089	-80.852681	11.2497919355	19.6877909151
30708	35.154280	-80.866079	35.202298	-80.602072	28.7878420077	35.1678558844
30709	35.277509	-80.861471	35.098481	-80.758786	18.1435302963	29.4635817545
30710	35.143100	-80.811905	35.113212	-80.972429	13.2658930368	22.0800855589
30711	35.227470	-80.728234	35.111904	-80.969698	22.8183132601	31.1703206371
30712	35.134557	-80.840254	35.288326	-80.800133	15.8527073241	22.7668712354
30713	35.042501	-80.852144	35.084630	-80.908023	6.12542659104	11.9346251941
30714	35.423679	-80.845849	35.234895	-80.814744	16.9752965071	22.2656878105
30715	35.157940	-80.836726	35.073113	-80.732867	12.9056638212	24.1790113409
30716	35.033706	-80.800206	35.256497	-80.682721	23.4164619414	27.6879711463
30717	35.359290	-80.756269	35.246058	-80.920913	16.4092972205	19.2424750602
30718	35.244716	-80.790736	35.298785	-80.691180	8.94379672024	16.9454961944
30719	35.105921	-80.856633	35.243221	-80.913868	19.1569374475	22.739006034
30720	35.306241	-80.718110	35.430892	-80.898602	19.1293212421	29.8431991309
30721	35.153551	-80.742365	35.113834	-80.979977	24.1163823405	34.872114921
30722	35.496313	-80.879954	35.335720	-80.945266	17.2760988914	20.3408029288
30723	35.215042	-80.845751	35.157040	-80.730537	9.23116378749	14.2052254001
30724	35.262986	-80.905942	35.022179	-80.839500	21.1975130074	29.5561868909
30725	35.234624	-80.801377	35.464580	-80.880387	21.6570310218	29.490878897
30726	35.268607	-80.975891	35.157443	-80.872337	12.4004886272	17.8423146462
30727	35.205277	-80.891125	35.382028	-80.782880	18.3450609398	23.3441591055
30728	35.195826	-80.881028	35.091303	-80.811003	13.9829143005	19.7210679072
30729	35.266028	-80.785287	35.224503	-80.897886	10.2550530283	14.1857384056
30730	35.164384	-80.832134	35.149572	-80.960579	11.3242723372	16.3365280655
30731	35.102875	-80.803817	35.122740	-80.765079	3.20423133932	7.45578107557
30732	35.109789	-80.965715	35.118664	-80.720823	21.4581181878	26.6480030337
30733	35.486866	-80.897844	35.300971	-80.941337	19.0053330865	23.0754922121
30734	35.300275	-80.935709	35.124962	-80.679377	21.1339130283	30.9662410923
30735	35.249221	-80.771229	35.236490	-80.798080	2.07132399398	4.21405181296
30736	35.266042	-80.973930	35.202557	-80.853521	11.3578897996	17.8306400291
30737	35.297723	-80.913520	35.355932	-80.820620	10.926198379	12.5655191192
30738	35.105176	-80.792236	35.326121	-80.709182	27.272907938	34.4560889493
30739	35.229181	-80.865382	35.121006	-80.879279	8.54427626334	12.3807782017
30740	35.243582	-80.760809	35.129122	-80.698943	10.541384874	20.877602224
30741	35.304005	-80.698678	35.260836	-80.988921	19.4663851485	25.0771477251
30742	35.379011	-80.753490	35.305867	-80.755490	8.32649011615	12.7027055062
30743	35.207503	-80.865959	35.164895	-80.861730	3.86136714438	9.06700164871
30744	35.137297	-80.859027	35.077992	-80.814781	6.60265468411	13.7971973463
30745	35.305433	-80.839573	35.331705	-80.707157	11.9782666235	19.8674627339
30746	35.275362	-80.772885	35.506604	-80.852438	23.0013852629	25.637379852
30747	35.161565	-80.772202	35.235862	-80.843172	8.99130134594	14.4984795867
30748	35.357770	-80.782661	35.158959	-80.724412	21.2905790376	27.7158337176
30749	35.177665	-80.794251	35.309425	-80.732251	12.7083482566	23.910182721
30750	35.306348	-80.869243	35.283081	-80.820497	4.45122732238	8.15813145262
30751	35.143392	-80.650312	35.247744	-80.719171	11.6553373731	20.9314149318
30752	35.492611	-80.860686	35.142572	-80.862143	27.7353557692	35.7890909374
30753	35.165326	-80.769165	35.229325	-80.867165	9.7446880882	14.2793663295
30754	35.302322	-80.856349	35.301660	-80.906506	3.8079025189	8.2358615891
30755	35.193241	-80.939332	35.190336	-80.957568	1.0654473844	1.84978874759
30756	35.259924	-80.899291	35.186975	-80.881461	8.40870411034	12.4131227705
30757	35.214652	-80.866272	35.439277	-80.819434	18.6011623713	22.1538077187
30758	35.127515	-80.873168	35.135597	-80.753018	10.5649800073	20.8410036939
30759	35.400723	-80.792317	35.471572	-80.851528	8.69594427351	12.1329399411
30760	35.229181	-80.865382	35.324192	-80.962674	10.9001358145	16.3337142393
30761	35.300033	-80.842563	35.189853	-80.699031	15.2237656724	22.6263342437
30762	35.167816	-80.696293	35.485273	-80.850975	29.9630932436	39.5826132564
30763	35.075584	-80.829309	35.244844	-80.682584	25.4321398551	27.6114896499
30764	35.336873	-80.809014	35.242710	-81.001622	17.5114182665	22.2527793499
30765	35.099451	-80.849161	35.503479	-80.853792	34.1686153712	39.5709475169
30766	35.315042	-80.862497	35.023253	-80.837881	24.8070311764	29.6561834398
30767	35.238655	-80.759531	35.146613	-80.789594	8.62876670141	16.4079384135
30768	35.203771	-80.785435	35.480395	-80.856458	23.5260258952	26.7514845013
30769	35.485291	-80.899033	35.257580	-80.878949	18.8741232394	21.2403240011
30770	35.040145	-80.860136	35.315587	-80.682652	31.9294588657	31.7419864927
30771	35.288574	-80.941214	35.234017	-80.778436	11.9023178442	22.2577773043
30772	35.300343	-80.973672	35.388579	-80.752991	17.4917482088	23.2039198925
30773	35.071229	-80.807795	35.341178	-80.880257	26.6647932847	31.5755410314
30774	35.418285	-80.926880	35.053311	-81.040124	31.7239920454	44.5115148815
30775	35.384176	-80.917982	35.301459	-80.756294	13.2696183447	22.3272455045
30776	35.262307	-80.972805	35.231905	-80.834059	11.2649707517	13.4300015639
30777	35.164926	-80.802640	35.160187	-80.805775	0.700608934254	1.87277590861
30778	35.178747	-80.716405	35.038721	-80.862270	19.3977463357	26.3563226226
30779	35.474668	-80.908206	35.322998	-80.858551	14.1858588972	18.9710451029
30780	35.168014	-80.723048	35.068971	-81.023170	31.8934279796	39.7060315614
30781	35.215564	-80.890006	35.142268	-80.704215	14.2886005649	22.0704809796
30782	35.221446	-80.849127	35.405539	-80.876900	15.5783530138	17.8011331663
30783	35.207122	-80.683232	35.131719	-80.877415	20.0961538667	28.7829215255
30784	35.079160	-80.851531	35.083702	-80.992945	14.2574974474	18.8461752446
30785	35.426113	-80.884684	35.047878	-80.808511	33.2491804679	38.1850233259
30786	35.249419	-80.672291	35.310902	-80.729261	10.7194008473	15.6760524245
30787	35.318570	-80.855511	35.183741	-80.748507	13.3408004891	17.7272160528
30788	35.093160	-80.807749	35.180212	-80.829253	6.78947824546	13.3901266783
30789	35.276047	-80.989354	35.506407	-80.849235	23.5045942066	26.3164197614
30790	35.034654	-80.847541	35.501190	-80.843211	38.3943116267	43.539863344
