ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
9953	35.070369	-80.833837	35.302537	-80.914594	25.3 mi	28 mins	25.308	28.6666666667	25.308	28.6666666667
9954	35.345749	-80.710493	35.213081	-80.823196	15.0 mi	22 mins	12.376	22.1666666667	12.376	22.1666666667
9955	35.264312	-80.752479	35.146061	-80.967424	23.0 mi	27 mins	18.711	29.4333333333	18.711	29.4333333333
9956	35.054305	-80.745887	35.058501	-80.783461	4.4 mi	12 mins	4.441	13.0666666667	4.441	13.0666666667
9957	35.352920	-80.773692	35.082727	-80.910216	26.7 mi	34 mins	27.825	36.2166666667	27.825	36.2166666667
9958	35.231319	-80.828306	35.050071	-80.804924	20.3 mi	24 mins	20.361	23.4333333333	20.361	23.4333333333
9959	35.256185	-80.811024	35.097435	-80.724453	15.4 mi	27 mins	15.579	23.8166666667	15.579	23.8166666667
9960	35.215517	-80.987864	35.125450	-80.830243	16.8 mi	24 mins	16.836	25.1	16.836	25.1
9961	35.244592	-80.857699	35.303616	-80.899187	5.7 mi	10 mins	5.58	8.55	5.58	8.55
9962	35.208449	-80.731631	35.318527	-80.830440	14.3 mi	19 mins	14.295	17.6666666667	14.295	17.6666666667
9963	35.383505	-80.923140	35.251996	-80.899158	12.4 mi	21 mins	12.639	20.45	12.639	20.45
9964	35.067699	-80.835669	35.070174	-81.024791	16.0 mi	23 mins	18.27	27.35	18.27	27.35
9965	35.110936	-80.979983	35.193825	-80.876068	9.1 mi	17 mins	9.122	15.1333333333	9.122	15.1333333333
9966	35.144151	-80.950141	35.335252	-80.808841	22.5 mi	26 mins	19.304	26.6666666667	19.304	26.6666666667
9967	35.257457	-80.683566	35.440944	-80.846784	21.1 mi	29 mins	21.165	31.4833333333	21.165	31.4833333333
9968	35.358708	-80.782153	35.212056	-80.804012	13.6 mi	23 mins	13.714	25.3666666667	13.714	25.3666666667
9969	35.288327	-80.899669	35.343132	-80.721929	15.8 mi	19 mins	14.671	20.1666666667	14.671	20.1666666667
9970	35.267169	-80.794875	35.174862	-80.804117	7.7 mi	15 mins	7.751	12.05	7.751	12.05
9971	35.135987	-80.744239	35.087608	-80.701008	4.6 mi	10 mins	4.959	10.1166666667	4.959	10.1166666667
9972	35.146691	-80.918102	35.089757	-80.915966	6.2 mi	10 mins	7.064	10.6333333333	7.064	10.6333333333
9973	35.243125	-80.793031	35.518742	-80.849525	27.0 mi	32 mins	25.444	30.7333333333	25.444	30.7333333333
9974	35.347289	-80.777980	35.134233	-80.859950	23.8 mi	32 mins	23.835	32.5166666667	23.835	32.5166666667
9975	35.331029	-80.808391	35.338918	-80.860532	4.7 mi	10 mins	5.012	9.75	5.012	9.75
9976	35.275285	-80.780295	35.107818	-80.866374	18.7 mi	29 mins	16.055	28.3666666667	16.055	28.3666666667
9977	35.487319	-80.908875	35.294078	-80.844007	16.1 mi	20 mins	16.118	20.8	16.118	20.8
9978	35.366167	-80.796232	35.082436	-80.724367	30.6 mi	35 mins	30.431	40.9666666667	30.431	40.9666666667
9979	35.218379	-80.865236	35.304511	-80.882224	9.9 mi	14 mins	9.956	14.0	9.956	14.0
9980	35.259980	-80.855231	35.133887	-80.744595	12.8 mi	20 mins	13.454	19.45	13.454	19.45
9981	35.288428	-80.961875	35.457546	-80.784503	21.1 mi	24 mins	21.142	27.6166666667	21.142	27.6166666667
9982	35.308274	-80.931046	35.125098	-80.869281	17.0 mi	24 mins	16.76	21.7166666667	16.76	21.7166666667
9983	35.351698	-80.891723	35.229564	-80.856647	12.8 mi	17 mins	11.001	16.5666666667	11.001	16.5666666667
9984	35.444625	-80.850490	35.294842	-80.948310	17.6 mi	20 mins	18.092	23.15	18.092	23.15
9985	35.094149	-80.731394	35.281034	-80.712687	16.2 mi	32 mins	17.117	27.9666666667	17.117	27.9666666667
9986	35.310744	-80.967694	35.225808	-80.850776	11.6 mi	18 mins	12.005	16.3333333333	12.005	16.3333333333
9987	35.276904	-80.874960	35.105384	-80.852922	16.1 mi	25 mins	16.266	23.2333333333	16.266	23.2333333333
9988	35.183574	-80.831759	35.072324	-80.883495	9.2 mi	20 mins	10.772	17.3666666667	10.772	17.3666666667
9989	35.178941	-80.781104	35.111570	-80.876261	9.0 mi	20 mins	9.181	16.6	9.181	16.6
9990	35.079734	-80.985016	35.273138	-80.923007	17.2 mi	27 mins	18.25	27.3166666667	18.25	27.3166666667
9991	35.252032	-80.740699	35.199500	-80.671273	7.7 mi	15 mins	8.909	14.2666666667	8.909	14.2666666667
9992	35.163131	-80.743217	35.479644	-80.818919	29.4 mi	35 mins	29.424	34.7166666667	29.424	34.7166666667
9993	35.308620	-80.912178	35.281204	-80.803091	9.4 mi	14 mins	10.275	14.3166666667	10.275	14.3166666667
9994	35.034043	-80.839678	35.116905	-81.029321	19.6 mi	27 mins	19.894	31.0833333333	19.894	31.0833333333
9995	35.178083	-80.733667	35.213076	-80.557842	13.1 mi	20 mins	13.159	22.65	13.159	22.65
9996	35.260748	-80.866913	35.182076	-80.733779	11.3 mi	18 mins	11.319	17.3166666667	11.319	17.3166666667
9997	35.483950	-80.849663	35.480486	-80.883290	2.2 mi	7 mins	2.165	6.15	2.165	6.15
9998	35.101194	-80.870474	35.408684	-80.826250	27.8 mi	33 mins	27.835	33.05	27.835	33.05
9999	35.126003	-80.904436	35.317098	-80.812552	17.0 mi	23 mins	17.07	22.7166666667	17.07	22.7166666667
10000	35.107592	-80.808663	35.185788	-80.670836	13.2 mi	25 mins	14.643	24.4833333333	14.643	24.4833333333
