ODIndex	originLat	originLng	destinationLat	destinationLng	ArcGISMile	ArcGISMin
22222	35.201042	-80.806969	35.158097	-80.970523	17.2609537176	22.5138703137
22223	35.491785	-80.897819	35.213692	-80.853400	21.7817894692	27.2025627184
22224	35.490640	-80.910938	35.089015	-80.812329	36.7319335506	43.5675129717
22225	35.237884	-80.733215	35.268692	-80.953653	17.8264582478	27.26278972
22226	35.134916	-80.694277	35.225311	-80.871497	14.1800159779	21.8936847873
22227	35.125998	-80.801263	35.078377	-80.889025	8.06052477266	18.2602148996
22228	35.141540	-80.863980	35.500119	-80.848111	29.1465681055	36.164497708
22229	35.233241	-80.992728	35.231054	-80.767152	17.6860793622	23.8524101314
22230	35.123214	-80.774103	35.166360	-80.708703	8.49123513746	16.8614276735
22231	35.260935	-80.857342	35.454260	-80.881702	14.8993271902	19.3473794497
22232	35.345701	-80.780559	35.345010	-80.813345	3.54834999958	10.740321221
22233	35.344342	-80.783409	35.314083	-80.721159	5.31722266901	11.2218856494
22234	35.320505	-80.698075	35.224425	-80.833787	13.7539723735	20.5551561778
22235	35.111843	-80.865732	35.301572	-80.907384	17.8249092514	26.9456504168
22236	35.109574	-80.776139	35.304008	-80.880866	19.8210052636	29.5889421234
22237	35.084580	-80.868398	35.088945	-80.758277	7.84627733858	14.0813968849
22238	35.126412	-80.830034	35.458089	-80.852681	29.0489699309	37.9668099036
22239	35.305492	-80.967054	35.090923	-80.810414	24.197499897	29.3874851932
22240	35.360270	-80.892833	35.398472	-80.842169	6.91763092352	11.5064777336
22241	35.092706	-80.990391	35.130859	-80.938330	4.84586524013	9.29670707078
22242	35.228874	-80.900196	35.491827	-80.876269	21.1383972749	25.41394983
22243	35.150574	-80.966997	35.147173	-80.882267	8.00295078345	13.0563438308
22244	35.362577	-80.895317	35.241861	-80.921087	12.8887795521	17.7425829865
22245	35.285455	-80.953777	35.493109	-80.846808	21.7765426878	24.845672766
22246	35.213240	-80.617122	35.429125	-80.852494	34.2297797652	36.5091667655
22247	35.310419	-80.934104	35.293124	-80.731791	14.1842058999	20.3961785917
22248	35.406096	-80.768759	35.231603	-80.801846	15.8228304757	25.4258681815
22249	35.235010	-80.823307	35.206486	-80.789175	4.25374107619	7.33968232247
22250	35.373644	-80.798502	35.374885	-80.746898	5.05670782121	11.5678538911
22251	35.471830	-80.908192	35.324257	-80.965668	19.1498445323	24.3792071621
22252	35.204808	-80.743212	35.187613	-80.713204	2.89940076252	6.88931311921
22253	35.229163	-80.773217	35.339032	-80.862884	13.4284910174	19.8629156752
22254	35.091102	-81.016998	35.152890	-80.736005	25.4019608007	34.7545170375
22255	35.435498	-80.824444	35.313581	-80.958863	15.6426514361	21.9360910626
22256	35.104070	-80.778569	35.243905	-80.771363	12.3079030705	23.5284567289
22257	35.219450	-80.780604	35.296945	-80.977659	17.6655802043	20.5584079242
22258	35.233394	-80.738070	35.220722	-80.946298	15.0315512579	22.9841979165
22259	35.236622	-80.792562	35.127349	-80.848098	10.2558836582	20.1365061855
22260	35.197193	-80.772357	35.391150	-80.904573	19.1271770259	25.2791696729
22261	35.417104	-80.826722	35.128901	-80.808028	25.5696571432	35.4089421697
22262	35.342910	-80.899220	35.230477	-80.945199	12.0006712538	15.3331692592
22263	35.112403	-80.801459	35.263335	-80.870254	16.2842836032	26.1776549516
22264	35.205119	-80.823291	35.185282	-80.767716	4.2583957046	10.8595169954
