ODIndex	originLat	originLng	destinationLat	destinationLng	ArcGISMile	ArcGISMin
59784	35.111988	-80.708875	35.103388	-80.993018	24.3586987475	30.2930560758
59785	35.405115	-80.904309	35.392964	-80.873719	3.34547420966	6.55765594018
59786	35.233301	-80.901867	35.025278	-80.849302	19.5110596736	25.8143269328
59787	35.473457	-80.859276	35.154210	-80.727857	26.962296986	34.1928768058
59788	35.492019	-80.898511	35.147913	-80.967531	29.4813973135	33.1484652873
59789	35.059888	-80.752988	35.157480	-80.981454	17.6241775838	19.6442025782
59790	35.242122	-80.797974	35.194815	-80.696907	8.73995801632	15.8924284633
59791	35.191530	-80.773063	35.133519	-80.743055	5.06933293225	10.3372015879
59792	35.432396	-80.859674	35.183163	-80.883581	19.4379404702	22.6483595549
59793	35.245356	-80.819899	35.293124	-80.731791	7.02336437821	13.0177423875
59794	35.455388	-80.806082	35.193954	-80.698401	27.7505993885	33.9514546873
59795	35.254843	-80.664051	35.105810	-80.995894	35.7282286454	41.0669269181
59796	35.336442	-80.974690	35.107585	-80.761152	29.6112748453	36.3690331672
59797	35.485912	-80.894060	35.113879	-80.780625	31.9552698531	41.0134028812
59798	35.137271	-80.830435	35.428542	-80.849558	24.6513380862	32.4489288025
59799	35.214798	-80.869970	35.260811	-80.867628	4.99867063121	9.27409760151
59800	35.025366	-80.814631	35.427822	-80.854314	33.9890904761	42.0913636877
59801	35.203654	-80.824611	35.293883	-80.801802	9.66900783257	14.7772403627
59802	35.380989	-80.872640	35.170648	-80.774125	20.4193913209	27.1313941451
59803	35.044375	-80.809390	35.267722	-80.955169	22.7785067522	25.2887188161
59804	35.172109	-80.664801	35.171813	-80.738250	6.98514641172	12.2971603505
59805	35.343918	-80.862451	35.219854	-80.609509	29.1094055137	31.3084951523
59806	35.171546	-80.619618	35.327844	-80.950970	32.8357321612	34.6178839658
59807	35.223159	-80.756992	35.302501	-80.691134	8.32478233824	16.8427508669
59808	35.330033	-80.782920	35.232624	-80.737952	9.48887387224	15.6024155794
59809	35.253181	-80.937679	35.448949	-80.849045	22.0702789762	26.5760958587
59810	35.248469	-80.759656	35.131964	-80.938035	17.7959366035	25.2676169845
59811	35.173817	-80.792608	35.277943	-80.976689	17.2393823836	24.6905831274
59812	35.190672	-80.797105	35.291382	-80.821888	10.2357199216	15.12179633
59813	35.209558	-80.699339	35.216904	-80.622473	5.36702444272	8.28136955841
59814	35.220714	-81.003980	35.192220	-80.748177	19.7536737838	27.3199760559
59815	35.302160	-80.915935	35.224742	-80.984789	12.9811285615	17.4596044138
59816	35.280146	-80.699161	35.138484	-80.943525	24.3376653668	30.1519303392
59817	35.103581	-80.808158	35.067580	-80.886089	6.39196834817	12.7553931828
