ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
1	35.245815	-80.804455	35.226081	-80.944335	10.4 mi	18 mins	11.0853323851	17.4204336876	10.415	16.95
2	35.078326	-80.822452	35.075842	-80.894568	5.5 mi	13 mins	5.45557911827	12.9815854369	5.474	12.05
3	35.216256	-80.787202	35.101289	-80.825482	10.3 mi	21 mins	10.2220516137	19.6565807208	10.14	16.5166666667
4	35.235456	-80.794105	35.292195	-80.949702	11.5 mi	20 mins	12.0569575729	20.1541200832	12.052	20.2333333333
5	35.260625	-80.852502	35.041783	-80.854239	18.9 mi	24 mins	18.7681931776	24.7150688156	18.886	22.0833333333
6	35.218477	-80.770335	35.446775	-80.883570	21.4 mi	25 mins	21.7927584605	27.139132586	21.939	25.9166666667
7	35.221190	-80.829892	35.197221	-80.758250	5.1 mi	8 mins	4.83010188745	8.03131093479	4.904	7.16666666667
8	35.330423	-80.734368	35.250332	-80.923846	14.7 mi	17 mins	14.7361795998	18.4861569558	14.764	19.0166666667
9	35.044116	-80.774382	35.310669	-80.720283	26.9 mi	28 mins	26.6896924819	29.9562282221	27.001	30.2833333333
10	35.419547	-80.876256	35.117783	-80.975321	27.7 mi	32 mins	27.562395271	34.5454257723	27.712	35.7666666667
11	35.394079	-80.756631	35.302094	-80.979584	16.5 mi	24 mins	16.7078866224	23.5753937247	16.468	28.2333333333
12	35.459710	-80.854639	35.298109	-80.835406	14.5 mi	18 mins	14.5384918436	20.1034586604	13.276	20.55
13	35.226879	-80.755720	35.095875	-80.862641	12.3 mi	26 mins	12.2217920871	24.9118840322	12.317	21.8333333333
14	35.343921	-80.824135	35.344828	-80.936987	8.4 mi	14 mins	11.1865601144	14.1415675557	10.517	14.4
15	35.209201	-80.842200	35.339754	-80.863745	11.1 mi	17 mins	12.1295294528	16.815054528	11.976	16.1666666667
16	35.322563	-80.885194	35.327050	-80.736402	13.9 mi	17 mins	14.3457053526	19.8097130816	13.898	17.9166666667
17	35.444625	-80.850490	35.074146	-80.719895	32.2 mi	43 mins	32.3894790082	46.4943899502	32.345	43.95
18	35.243831	-81.003107	35.307766	-80.705677	19.6 mi	24 mins	19.5910237369	25.5771571269	19.563	23.75
19	35.281959	-80.687028	35.447885	-80.829161	20.3 mi	26 mins	20.2117224983	26.244988682	23.007	28.2166666667
20	35.284450	-80.755084	35.332370	-80.778168	5.0 mi	11 mins	4.92644858799	11.3991700445	5.012	9.66666666667
21	35.311547	-80.791209	35.210735	-80.926271	12.5 mi	17 mins	12.3218902192	17.432900286	12.573	17.1333333333
22	35.224948	-80.828782	35.448949	-80.849045	18.2 mi	22 mins	18.7942511094	24.0986792555	17.815	20.5833333333
23	35.048991	-81.037031	35.305079	-80.798194	28.2 mi	39 mins	28.0373824087	37.8782167851	25.628	42.9833333333
24	35.340418	-80.815248	35.322388	-80.723050	7.3 mi	15 mins	7.30763430034	14.3057116889	7.338	13.1333333333
25	35.230085	-80.752306	35.244138	-80.912251	13.1 mi	21 mins	12.9329996497	20.7372534698	13.996	20.5166666667
26	35.263243	-80.913878	35.188192	-80.806900	9.4 mi	18 mins	9.30310933802	18.0744108843	8.872	16.8666666667
27	35.126226	-80.850160	35.232780	-80.801766	9.3 mi	20 mins	9.96104047724	21.1078435521	9.351	17.9666666667
28	35.387576	-80.879468	35.072673	-80.861178	30.0 mi	34 mins	30.1130898005	35.7115454474	30.373	35.3833333333
29	35.327778	-80.933650	35.117753	-80.822151	25.1 mi	30 mins	25.0275633268	30.3075703446	25.143	30.0333333333
30	35.309911	-80.796325	35.224425	-80.833787	7.3 mi	15 mins	9.2300822383	14.869594054	7.699	13.3333333333
31	35.039889	-80.795748	35.403391	-80.778021	35.9 mi	41 mins	35.4293002676	43.786574434	36.605	49.2666666667
32	35.177282	-80.744494	35.331969	-80.752156	13.7 mi	24 mins	14.3325396115	24.2354711679	15.141	20.7833333333
33	35.355306	-80.862474	35.324420	-80.755369	8.8 mi	15 mins	8.66375334772	15.8235484542	8.703	15.1
34	35.150028	-80.874283	35.277008	-80.766364	16.3 mi	20 mins	15.4003506599	20.209854722	12.441	18.8666666667
35	35.135856	-80.817923	35.109461	-80.992424	16.2 mi	30 mins	18.0723011073	30.1934227008	15.392	28.05
36	35.184977	-80.724043	35.167137	-80.640565	6.9 mi	14 mins	7.05635824226	13.3384663258	0	0.0
37	35.171911	-80.788033	35.139540	-80.736910	5.6 mi	11 mins	5.51895207887	10.8292043409	5.564	12.4166666667
38	35.218379	-80.865236	35.024667	-80.836525	17.1 mi	23 mins	16.9679227892	22.8763076504	17.279	22.1
39	35.276287	-80.868954	35.067573	-80.798117	23.0 mi	28 mins	22.7930155086	29.5704046805	23.027	27.1833333333
40	35.171413	-80.845972	35.342563	-80.752677	19.5 mi	25 mins	17.7151237282	25.7858963729	19.53	24.25
41	35.177058	-80.855497	35.339454	-80.857476	13.4 mi	21 mins	15.0865391564	23.824621477	14.66	20.2333333333
42	35.366801	-80.828496	35.160215	-80.921521	17.7 mi	20 mins	17.7783532548	21.2269531561	17.033	20.35
43	35.437732	-80.822486	35.260972	-80.871192	16.3 mi	20 mins	16.2646668821	20.5666183777	17.732	22.0666666667
44	35.228571	-80.880418	35.139735	-80.881975	8.7 mi	14 mins	8.18019716877	12.8703955947	8.219	13.3666666667
45	35.425313	-80.878134	35.130706	-80.997746	28.6 mi	33 mins	27.6737982577	35.1368310472	30.263	37.0833333333
46	35.298285	-80.710913	35.385504	-80.920328	17.5 mi	29 mins	19.8753871184	30.1765564095	17.543	28.8
47	35.341612	-80.909717	35.185382	-80.736257	17.3 mi	26 mins	17.0823878845	25.1948968479	17.183	24.3166666667
48	35.216724	-80.716578	35.242153	-80.885489	12.6 mi	20 mins	12.5002260961	20.6164962931	12.571	18.2833333333
49	35.098136	-80.710121	35.111323	-80.772048	6.1 mi	13 mins	6.01206546334	13.1530243232	6.066	15.1333333333
50	35.238768	-80.745796	35.146821	-80.867646	12.0 mi	27 mins	12.0136684224	25.8905794406	12.038	20.4833333333
51	35.248650	-80.931249	35.330144	-80.868913	10.5 mi	16 mins	10.4216676011	15.6917432754	11.127	16.9666666667
52	35.156110	-80.826847	35.095117	-80.836255	5.7 mi	12 mins	5.61858762975	11.8895521337	5.594	12.3333333333
53	35.482698	-80.860949	35.465699	-80.858616	1.5 mi	4 mins	1.51328829875	3.94601774539	1.534	4.5
54	35.330224	-80.794441	35.274685	-80.710221	7.6 mi	13 mins	7.56478893376	13.8583424412	7.66	14.2833333333
55	35.230314	-80.815922	35.179598	-80.902499	9.5 mi	14 mins	9.41054977096	14.6883561157	9.421	14.5
56	35.357238	-80.791171	35.479738	-80.901750	16.1 mi	22 mins	16.1574042399	24.6669798085	16.081	26.3833333333
57	35.051167	-80.870964	35.090052	-80.982552	9.5 mi	19 mins	10.5339961739	20.1291927352	14.706	22.3666666667
58	35.024786	-80.818987	35.248028	-80.777694	20.0 mi	37 mins	25.3572724755	36.9953407095	20.32	33.2833333333
59	35.056222	-80.857277	35.318439	-80.699534	30.0 mi	31 mins	29.9649943092	30.9971731082	30.052	31.15
60	35.313629	-80.875915	35.154260	-80.885922	14.9 mi	19 mins	14.8458601453	20.412520558	14.945	18.9
61	35.244821	-80.790175	35.308561	-80.730654	6.4 mi	14 mins	6.9904167404	13.6998691394	6.402	12.0833333333
