ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
80001	35.156421	-80.755961	35.464232	-80.914685	29.6 mi	36 mins			29.687	38.51666667
80002	35.462533	-80.857151	35.112233	-80.761779	30.8 mi	41 mins			31.388	41.71666667
80003	35.247766	-80.641803	35.123343	-80.99667	37.0 mi	41 mins			34.125	41.61666667
80004	35.431186	-80.883222	35.076919	-80.728319	32.3 mi	44 mins			32.694	45.4
80005	35.470983	-80.863081	35.1481	-80.980026	28.8 mi	32 mins			30.86	35.7
80006	35.412174	-80.908104	35.103741	-81.001875	29.9 mi	35 mins			29.915	35.55
80007	35.44683	-80.890865	35.454087	-80.879124	1.1 mi	4 mins			1.577	3.366666667
80008	35.469349	-80.883736	35.048084	-80.879579	36.4 mi	43 mins			34.819	42.68333333
80009	35.023205	-80.845926	35.473556	-80.85261	37.9 mi	43 mins			38.063	40.01666667
80010	35.201743	-80.681635	35.466235	-80.878177	28.9 mi	38 mins			28.964	37.8
80011	35.422294	-80.84708	35.118854	-81.027771	28.8 mi	34 mins			30.612	41.88333333
80012	35.203941	-80.820421	35.232409	-80.8445	3.0 mi	8 mins			3.668	6.366666667
80013	35.194719	-80.722261	35.233456	-80.717918	3.2 mi	7 mins			3.258	6.683333333
80014	35.107475	-80.982743	35.157814	-80.657527	29.5 mi	36 mins			29.541	34.88333333
80015	35.345064	-80.696184	35.307708	-80.715735	3.6 mi	7 mins			4.217	6.916666667
80016	35.103928	-80.994246	35.508355	-80.841464	35.1 mi	39 mins			34.824	39.63333333
80017	35.160271	-80.74219	35.50415	-80.854549	28.5 mi	33 mins			28.563	31.15
80018	35.398916	-80.836443	35.409275	-80.86495	2.4 mi	6 mins			2.456	4.833333333
80019	35.408222	-80.85437	35.090556	-80.709857	27.8 mi	38 mins			29.384	36.11666667
80020	35.02617	-80.860109	35.379379	-80.820562	31.5 mi	38 mins			0	0
80021	35.394079	-80.756631	35.075325	-80.800329	35.0 mi	42 mins			35.42	45.08333333
80022	35.185833	-80.74695	35.471989	-80.88838	25.3 mi	30 mins			25.334	29.3
80023	35.478891	-80.911087	35.200032	-80.734854	27.8 mi	33 mins			27.822	35.1
80024	35.434475	-80.853639	35.096998	-80.708234	31.8 mi	44 mins			30.308	44.11666667
80025	35.032615	-80.852217	35.471148	-80.932971	40.0 mi	48 mins			40.484	50.71666667
80026	35.158675	-80.688904	35.481545	-80.871514	30.5 mi	37 mins			30.327	36
80027	35.417723	-80.831609	35.070919	-80.883829	28.5 mi	35 mins			28.285	33.28333333
80028	35.298575	-80.722274	35.1392	-81.018104	27.2 mi	33 mins			28.096	38.6
80029	35.194928	-80.861517	35.162543	-80.84073	3.7 mi	9 mins			3.59	7.816666667
80030	35.348198	-80.955447	35.038677	-80.862153	26.9 mi	33 mins			26.882	32.76666667
80031	35.475106	-80.915602	35.043046	-80.798371	40.8 mi	48 mins			40.988	49.63333333
80032	35.05883	-80.793984	35.05967	-80.809587	1.2 mi	3 mins			1.204	3.383333333
