ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
55555	36.179107	-75.986699	35.218772	-83.615656	523 mi	8 hours 17 mins	529.968274057	518.353639142	520.788	550.466666667
55556	36.541711	-76.671384	35.442801	-83.442802	437 mi	7 hours 5 mins	452.158729863	435.163511108	462.076	464.933333333
55557	36.309945	-76.238642	35.073750	-83.815700	515 mi	7 hours 59 mins	522.285160184	498.001397507	512.795	519.15
55558	35.153647	-83.345560	35.946782	-76.305327	473 mi	7 hours 15 mins	476.018189076	451.677002104	460.8589	472.8
55559	36.288330	-75.797038	35.333943	-82.551328	483 mi	7 hours 45 mins	511.564852407	507.635259586	481.749	503.1
55560	35.143850	-76.818811	34.996308	-83.824017	479 mi	7 hours 29 mins	482.635958821	466.310721259	479.314	487.683333333
55561	36.446330	-76.324860	35.163774	-83.391487	458 mi	7 hours 25 mins	494.790623629	476.605924666	485.972	476.9
55562	35.093989	-84.300996	35.773975	-77.039238	482 mi	7 hours 31 mins	486.204683511	469.616958629	471.581	495.083333333
55563	35.208090	-75.696810	35.900654	-82.630544	531 mi	8 hours 38 mins	531.148193852	532.686940221	528.866	563.116666667
55564	35.000118	-84.258192	35.000995	-77.214550	483 mi	7 hours 45 mins	486.457591303	480.825741416	485.9821	505.383333333
55565	35.362927	-83.727570	36.087575	-76.381922	485 mi	7 hours 25 mins	489.59418884	468.20239188	474.474	502.916666667
55566	35.183373	-84.280195	35.571971	-77.294003	470 mi	7 hours 48 mins	477.336447043	473.561406186	470.576	515.85
55567	35.539378	-76.982967	35.028017	-83.803746	457 mi	7 hours 3 mins	461.493308298	438.366059101	454.822	456.933333333
55568	35.019483	-83.638583	36.425649	-76.060602	520 mi	8 hours 8 mins	530.171846351	515.755157782	508.9349	533.933333333
55569	36.503225	-75.928805	35.322869	-82.597707	457 mi	7 hours 24 mins	472.50646429	463.540183298	463.475	495.316666667
55570	35.204583	-83.826617	36.522840	-76.165989	517 mi	8 hours 8 mins	521.359580676	504.442057056	517.845	526.716666667
55571	35.151558	-84.061600	35.730618	-76.146371	529 mi	8 hours 20 mins	532.460500269	516.600763628	518.0549	551.266666667
55572	35.070976	-84.231313	36.361635	-76.077849	549 mi	8 hours 39 mins	566.901480592	559.112159578	537.972	564.116666667
55573	35.915316	-75.675484	35.314725	-83.177620	487 mi	7 hours 27 mins	491.196371293	464.542057795	484.19	480.65
55574	35.069383	-83.793921	36.111180	-76.272887	514 mi	8 hours 1 min	517.40429565	497.822568661	502.339	531.816666667
55575	35.881396	-76.353066	35.438436	-83.361014	450 mi	6 hours 48 mins	454.239293591	420.310754155	448.614	441.166666667
55576	36.469676	-76.035334	35.414604	-83.112597	468 mi	7 hours 8 mins	477.664375297	454.590149976	465.507	462.35
55577	35.411047	-83.484016	36.081472	-76.428813	463 mi	7 hours 1 min	467.80295511	440.646408142	452.53	466.533333333
55578	35.585107	-76.669070	35.079305	-83.893654	485 mi	7 hours 35 mins	489.265353776	471.994244183	482.937	495.783333333
55579	35.038460	-83.754990	36.423179	-76.420393	482 mi	7 hours 49 mins	514.569011855	495.603084705	484.6801	512.733333333
55580	35.531565	-82.964889	35.985707	-76.207974	431 mi	6 hours 30 mins	434.891510241	407.413542904	419.522	428.55
55581	36.330234	-75.904292	35.244487	-82.720297	461 mi	7 hours 14 mins	483.30749304	466.275278181	458.672	463.916666667
55582	35.325449	-83.830644	36.501119	-76.656049	468 mi	7 hours 44 mins	485.54804435	476.982795155	470.845	513.166666667
55583	35.518081	-83.039185	36.245637	-76.226054	443 mi	6 hours 41 mins	451.247553336	421.334472934	435.409	441.3
55584	35.475715	-82.507975	35.586415	-75.462347	466 mi	7 hours 9 mins	470.410565853	444.664338233	455.11	464.9
55585	35.022252	-83.671046	36.357256	-76.684595	464 mi	7 hours 35 mins	504.705091007	479.345802171	466.0601	500.15
55586	36.340196	-76.252355	35.392021	-83.474447	480 mi	7 hours 16 mins	490.066303537	452.900820532	480.391	468.6
