ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
54299	36.446427	-76.325440	35.367786	-83.211091	435 mi	7 hours 4 mins	472.211861055	455.052841657	463.289	452.766666667
54300	35.714966	-82.702256	35.834644	-75.618736	456 mi	7 hours 0 mins	459.883669911	435.455606493	444.761	467.466666667
54301	36.320213	-76.176585	35.024123	-83.743126	512 mi	7 hours 52 mins	518.893558492	493.0114433	509.662	508.9
54302	36.256305	-75.891031	35.398615	-83.627233	514 mi	7 hours 53 mins	531.06122457	508.847245278	511.827	509.683333333
54303	35.174742	-83.360749	36.426913	-76.390504	453 mi	7 hours 23 mins	486.323969128	467.179901186	456.396	483.55
54304	36.464704	-77.137426	35.311928	-83.887421	440 mi	7 hours 15 mins	468.210510808	456.212660823	444.694	485.583333333
54305	35.040126	-83.817079	36.481742	-76.279065	526 mi	8 hours 4 mins	529.777645084	514.249084084	516.049	532.15
54306	35.079366	-77.040307	35.039996	-83.958710	474 mi	7 hours 26 mins	476.138167878	461.625172623	474.4901	484.9
54307	35.299387	-83.800373	35.873165	-76.449855	482 mi	7 hours 26 mins	486.390500407	461.308746139	476.4409	491.516666667
54308	35.110476	-75.984809	35.142730	-82.879328	558 mi	9 hours 58 mins	562.979924911	587.534523939	551.354	606.366666667
54309	36.168456	-75.839849	35.349351	-83.464514	515 mi	8 hours 3 mins	531.571670517	517.071638954	512.634	520.983333333
54310	35.196137	-83.832698	35.333498	-75.505743	573 mi	9 hours 4 mins	578.056648124	560.727648706	562.418	585.266666667
54311	36.053905	-76.568894	35.199129	-83.340672	453 mi	6 hours 52 mins	455.509340153	428.082624964	449.539	443.65
54312	35.038460	-83.754990	35.180455	-76.968034	466 mi	7 hours 20 mins	469.977254499	454.762058954	466.956	485.666666667
54313	35.220305	-83.128899	36.247077	-76.137353	481 mi	7 hours 30 mins	487.636090408	468.259542793	470.2829	487.666666667
54314	34.798686	-76.848110	35.029781	-84.051465	500 mi	8 hours 3 mins	502.894474029	497.997200039	509.469	536.683333333
54315	35.214694	-75.697693	35.154509	-83.391788	565 mi	8 hours 58 mins	568.87737997	555.810084353	562.374	579.65
54316	35.459512	-76.046107	35.088503	-83.399848	499 mi	7 hours 54 mins	509.684076261	491.635345607	499.076	523.033333333
54317	35.177633	-83.925260	36.299536	-76.241697	511 mi	7 hours 51 mins	517.092950636	489.668675139	500.07	509.35
54318	35.043721	-84.141387	35.259332	-75.584456	606 mi	9 hours 40 mins	609.931656709	598.520476784	594.605	627.033333333
54319	35.965153	-76.239794	35.018586	-83.715694	497 mi	7 hours 36 mins	501.44146443	476.801368645	494.659	495.133333333
54320	35.239038	-83.330589	36.009477	-75.679249	507 mi	7 hours 44 mins	540.334473475	525.506581969	496.395	506.216666667
54321	35.145009	-83.308076	36.202687	-76.514425	467 mi	7 hours 6 mins	471.870333391	440.435331331	456.196	466.766666667
54322	35.339782	-83.746683	35.455271	-76.023396	513 mi	8 hours 6 mins	523.28966255	502.437068926	513.304	544.333333333
54323	35.919904	-75.661555	35.094078	-83.695237	539 mi	8 hours 29 mins	543.564922592	526.849523717	536.649	553.633333333
54324	35.584136	-77.085770	34.999849	-84.303506	478 mi	7 hours 24 mins	482.072842784	460.270633174	481.379	489.266666667
54325	35.389302	-83.442909	35.464289	-76.487327	469 mi	7 hours 24 mins	479.159082888	455.388421136	468.834	492.4
54326	35.144336	-84.086140	36.433187	-76.632123	492 mi	8 hours 11 mins	519.422429539	513.118506286	494.157	538.366666667
54327	35.352255	-75.510529	35.440652	-83.006684	511 mi	7 hours 57 mins	515.105936909	492.966877408	508.458	515.2
54328	36.445957	-76.326953	35.024568	-83.667052	481 mi	7 hours 51 mins	518.083241157	501.792790622	509.426	503.55
54329	35.040119	-84.163146	35.066428	-77.355769	465 mi	7 hours 25 mins	467.632455214	459.686031264	468.459	481.05
54330	35.095438	-83.971936	36.540393	-77.021837	462 mi	7 hours 39 mins	483.363671422	473.883938542	463.596	497.033333333
54331	35.442029	-76.279121	35.321300	-83.601146	483 mi	7 hours 29 mins	493.331205054	469.221797915	482.829	491.766666667
54332	35.181565	-83.908030	35.865996	-76.750267	467 mi	7 hours 7 mins	471.211391049	444.638096056	456.057	462.233333333
54333	35.022955	-84.099335	34.995887	-77.280491	469 mi	7 hours 28 mins	471.906848571	464.973552394	472.504	485.566666667
54334	36.170315	-76.228242	35.410626	-83.480657	483 mi	7 hours 24 mins	489.532395542	467.26122112	480.052	493.883333333
54335	35.099171	-84.032187	36.359463	-76.771396	476 mi	7 hours 52 mins	506.325058186	500.27850329	479.778	515.983333333
54336	35.326754	-75.507431	35.287689	-83.284220	535 mi	8 hours 19 mins	539.40333398	515.742758406	532.75	537.633333333
54337	36.503015	-76.088010	35.266611	-83.473612	506 mi	7 hours 58 mins	512.154916333	506.032245232	500.976	519.683333333
54338	35.002513	-83.878624	35.817485	-77.172102	447 mi	6 hours 50 mins	451.169951193	424.574088662	436.016	446.266666667
54339	36.054053	-76.663953	35.350665	-83.788295	472 mi	7 hours 13 mins	476.554556941	448.382152566	469.8391	474.95
54340	35.133418	-83.149420	36.230359	-76.142771	478 mi	7 hours 46 mins	497.680943304	483.427663479	466.53	502.533333333
54341	35.425068	-83.477071	36.194986	-75.757041	525 mi	8 hours 12 mins	545.182176914	537.177660756	514.541	534.866666667
54342	35.349382	-75.509174	35.155680	-83.570522	558 mi	8 hours 50 mins	562.321266382	547.128604169	555.901	574.25
54343	35.343251	-83.818256	36.408583	-76.653191	466 mi	7 hours 40 mins	498.911208281	485.139375273	468.692	510.466666667
54344	35.101391	-83.952503	35.877526	-76.714066	476 mi	7 hours 19 mins	480.383146103	455.739336109	465.544	476.916666667
54345	34.882733	-76.924190	35.321134	-83.800630	467 mi	7 hours 18 mins	469.297533047	453.206080072	472.899	481.7
54346	35.864857	-76.397963	35.084748	-83.752731	491 mi	7 hours 34 mins	495.211850577	472.014754586	488.466	493.833333333
54347	35.031658	-83.725685	35.290431	-76.558692	493 mi	7 hours 50 mins	495.022065224	483.237467302	490.468	521.983333333
54348	35.280595	-83.263073	36.351530	-76.177633	474 mi	7 hours 15 mins	495.324046941	481.06433899	0	0.0
54349	35.021045	-84.251001	36.381551	-76.729855	491 mi	8 hours 3 mins	520.615198717	511.418725763	494.218	526.666666667
54350	35.007469	-83.836198	35.953069	-76.471123	491 mi	7 hours 36 mins	496.550235646	472.572477042	480.059	497.15
54351	35.054317	-83.819653	36.081014	-76.622519	486 mi	7 hours 25 mins	489.839138398	460.676909517	474.696	484.533333333
54352	35.149845	-84.246292	35.820797	-77.354873	461 mi	7 hours 19 mins	465.498109379	451.642680254	450.48	475.466666667
54353	35.208599	-83.123647	35.514524	-75.996169	496 mi	7 hours 57 mins	505.678158889	492.711533641	491.988	518.233333333
54354	35.335538	-75.505229	35.440652	-83.006684	512 mi	7 hours 57 mins	515.854697099	493.852286929	509.233	516.166666667
54355	35.580024	-82.944867	36.158319	-75.741156	484 mi	7 hours 26 mins	503.964912409	488.87931866	473.0821	483.933333333
54356	35.486559	-76.959029	35.087193	-84.018388	469 mi	7 hours 18 mins	472.231552968	455.383554485	472.169	484.216666667
54357	35.111333	-83.004762	35.947210	-76.291305	452 mi	7 hours 12 mins	473.311051849	467.382709948	441.421	463.616666667
54358	35.155289	-83.433136	36.264712	-76.226384	484 mi	7 hours 22 mins	489.951748458	460.495506237	472.867	484.833333333
54359	35.329722	-83.232754	35.397935	-76.302787	458 mi	7 hours 11 mins	467.865267936	446.25881435	458.013	475.416666667
54360	35.452420	-83.058340	36.309430	-76.254472	446 mi	6 hours 40 mins	451.96356395	415.079446568	433.873	434.583333333
54361	36.100112	-75.711118	35.270063	-83.731534	542 mi	8 hours 25 mins	563.308262724	550.70847767	539.172	542.0
54362	36.298645	-76.042808	35.266611	-83.473612	501 mi	7 hours 52 mins	525.737691991	514.735551092	495.786	514.033333333
54363	34.741217	-76.624861	35.278489	-83.442324	472 mi	7 hours 30 mins	480.424237551	474.160017763	472.421	491.433333333
54364	34.721240	-76.683287	35.003740	-83.671033	492 mi	7 hours 52 mins	494.86311874	489.612255598	492.286	509.766666667
54365	35.406593	-83.124536	36.389501	-76.396216	430 mi	6 hours 57 mins	462.802199568	444.3738213	450.972	458.416666667
54366	34.701740	-76.570391	35.198165	-83.834448	504 mi	8 hours 5 mins	507.180243435	501.8214679	503.539	534.966666667
54367	35.436762	-76.786303	35.026432	-83.694905	465 mi	7 hours 11 mins	468.703974023	447.896346967	462.014	470.75
54368	34.698892	-76.569421	35.022252	-83.671046	501 mi	8 hours 0 mins	504.916759923	496.066406185	501.671	530.933333333
54369	36.277999	-76.112685	35.085937	-83.399874	496 mi	7 hours 41 mins	503.281628871	478.998213726	494.107	497.566666667
54370	36.215276	-76.608100	35.066487	-84.287277	528 mi	8 hours 21 mins	528.267572938	514.807481236	527.439	554.783333333
54371	35.024342	-83.665126	36.381551	-76.729855	459 mi	7 hours 27 mins	488.497442734	473.732889028	462.1411	491.033333333
54372	35.077060	-83.847176	36.468840	-76.672265	477 mi	7 hours 53 mins	503.594763161	496.830137764	479.385	520.783333333
54373	35.218701	-75.686164	35.285430	-83.788847	588 mi	9 hours 24 mins	592.482779251	581.479637529	586.357	607.966666667
54374	35.497222	-77.049111	35.057968	-83.812243	461 mi	7 hours 7 mins	465.001735004	442.389550212	458.101	467.5
54375	36.026206	-76.581895	35.074312	-83.359430	467 mi	7 hours 9 mins	469.968872557	447.846831785	463.896	464.233333333
54376	35.171361	-83.916275	36.249415	-75.872597	541 mi	8 hours 26 mins	556.10525317	542.590050442	530.467	547.6
54377	36.342340	-76.655944	35.437934	-83.438874	437 mi	7 hours 8 mins	474.888429334	445.418824326	465.0591	467.783333333
54378	36.244264	-75.866340	35.380575	-83.264563	489 mi	7 hours 29 mins	505.446819222	483.536146241	486.146	481.6
54379	36.259731	-76.100533	35.063890	-83.010515	474 mi	7 hours 37 mins	497.825598633	491.22055327	471.335	486.183333333
54380	36.514399	-76.242593	35.037395	-83.755086	495 mi	8 hours 6 mins	529.522829223	509.893840014	523.903	533.3
54381	35.034983	-83.842326	36.306695	-77.049032	460 mi	7 hours 14 mins	472.290563725	454.0970172	462.12	475.683333333
54382	35.337795	-83.200174	35.953069	-76.471123	435 mi	6 hours 37 mins	441.007269222	412.522659993	424.473	430.616666667
54383	36.240610	-75.870147	35.373018	-83.699512	521 mi	8 hours 1 min	537.631546531	516.652205413	518.475	520.75
54384	36.515459	-76.241535	35.268413	-83.381857	467 mi	7 hours 42 mins	496.446791081	480.247207494	497.202	517.683333333
54385	35.279848	-76.826924	35.355390	-83.824182	472 mi	7 hours 21 mins	485.855848961	464.841393102	469.382	490.116666667
54386	35.553146	-75.468865	35.729713	-82.760782	484 mi	7 hours 34 mins	487.98794793	473.465598741	481.385	496.216666667
54387	35.174256	-83.926523	35.776341	-77.171652	445 mi	6 hours 52 mins	449.731062693	428.440185897	434.603	447.966666667
54388	35.910721	-75.672432	35.511652	-83.065370	467 mi	7 hours 4 mins	471.236796595	441.409479693	464.23	456.983333333
54389	35.194748	-83.841636	35.925078	-77.006378	450 mi	6 hours 52 mins	454.277347374	426.584269647	438.162	443.05
54390	35.044088	-83.940650	35.835306	-76.733889	480 mi	7 hours 25 mins	484.425259029	459.148833213	469.3029	486.533333333
54391	36.419359	-76.258761	35.161923	-84.034418	511 mi	8 hours 33 mins	550.352406941	547.392734844	545.5211	567.183333333
54392	35.080035	-83.752834	36.368948	-76.597557	476 mi	7 hours 53 mins	512.405258897	489.704584291	477.5551	519.633333333
54393	34.798059	-76.456457	35.041197	-83.224924	496 mi	8 hours 4 mins	500.326832672	504.190535965	478.722	523.35
54394	35.319763	-83.798887	34.996817	-76.816113	474 mi	7 hours 27 mins	478.088655118	461.351093652	474.91	493.3
54395	36.420106	-75.966526	35.048608	-83.734123	530 mi	8 hours 18 mins	541.411981703	529.065097663	530.251	541.683333333
54396	35.710864	-76.113217	35.335882	-83.813654	508 mi	7 hours 53 mins	511.786372083	488.472091006	505.062	521.366666667
54397	35.553232	-75.467766	35.031581	-83.808670	565 mi	8 hours 49 mins	568.678092826	547.08724527	562.152	569.333333333
54398	35.005998	-84.065774	36.162242	-76.684020	509 mi	7 hours 51 mins	513.084829215	489.664787859	497.818	513.8
54399	36.435281	-76.298850	35.060721	-83.749712	490 mi	8 hours 4 mins	530.107193945	516.810257733	518.3911	522.1
54400	35.210942	-83.361051	35.479719	-76.014669	488 mi	7 hours 37 mins	499.172776935	474.542940534	488.443	508.483333333
54401	35.431688	-83.709220	36.213025	-76.707286	481 mi	7 hours 24 mins	485.560452439	461.012574143	470.642	492.016666667
54402	35.021806	-83.747673	36.518055	-76.637425	475 mi	7 hours 49 mins	486.24786199	474.872655632	490.307	510.733333333
54403	35.143008	-83.489905	36.239092	-76.589802	471 mi	7 hours 13 mins	475.399493124	447.568688825	460.165	475.083333333
54404	34.962614	-76.917787	35.040151	-83.955723	486 mi	7 hours 41 mins	486.201532744	475.670895959	486.603	503.583333333
54405	35.412275	-76.335919	35.310078	-83.854282	501 mi	7 hours 55 mins	511.342587837	492.084816215	499.9291	522.966666667
54406	36.083228	-76.437946	34.994847	-83.893281	502 mi	7 hours 45 mins	506.329203598	486.09937763	499.545	508.633333333
54407	36.282645	-77.018462	35.039840	-83.817953	465 mi	7 hours 10 mins	473.369960276	448.365320398	466.395	466.416666667
54408	35.408790	-76.209262	35.153028	-83.437053	486 mi	7 hours 42 mins	496.511506291	477.12843321	486.164	503.45
54409	36.192021	-77.237023	35.019138	-84.214812	469 mi	7 hours 25 mins	484.342142792	465.100589936	485.042	492.85
54410	34.725567	-76.571084	35.138416	-83.486067	480 mi	7 hours 36 mins	484.436309596	471.798136495	481.026	503.166666667
54411	35.572994	-76.579469	35.439955	-83.467537	447 mi	6 hours 55 mins	450.791195365	432.911209081	446.864	453.883333333
54412	34.694024	-76.546044	35.414464	-83.448644	474 mi	7 hours 33 mins	478.128324215	467.639546455	474.74	501.816666667
54413	35.362066	-75.501601	35.126992	-82.695826	513 mi	8 hours 14 mins	523.079516333	510.066612185	510.8459	526.966666667
