ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
67501	35.369543	-79.819872	35.349393	-79.869917	7.5 mi	12 mins	7.48616563059	11.745750758	7.476	14.5166666667
67502	35.414375	-80.723165	35.486734	-80.772296	8.7 mi	14 mins	8.73839054708	12.2333882529	8.674	21.7833333333
67503	35.344858	-83.815407	35.002639	-76.731197	482 mi	7 hours 41 mins	486.044003461	474.660721789	493.879	527.0
67504	35.540769	-76.999898	35.716040	-77.112139	15.6 mi	22 mins	16.5195693622	22.5987081752	16.446	25.7666666667
67505	36.344888	-81.815667	36.189522	-81.647389	25.5 mi	41 mins	20.3411933848	41.0495041937	25.206	48.1166666667
67506	35.586546	-82.164009	35.262805	-82.364925	41.8 mi	1 hour 3 mins	41.7058849879	65.0484141342	54.776	69.9666666667
67507	36.357219	-76.224735	35.578986	-82.970147	446 mi	6 hours 47 mins	465.589587187	445.08260854	443.633	436.266666667
67508	35.867099	-79.029340	36.078358	-79.244346	23.9 mi	30 mins	23.9012914155	31.8490998472	22.982	33.9666666667
67509	35.254999	-80.697747	35.288498	-80.729897	4.7 mi	9 mins	4.5105715655	9.62537433037	5.923	11.5666666667
67510	35.195615	-84.154583	36.191427	-76.153582	542 mi	8 hours 40 mins	551.153284375	541.691037789	534.6769	587.3
67511	35.925366	-82.649397	35.794702	-82.908266	37.7 mi	1 hour 13 mins	30.399527411	62.7428175353	30.126	74.95
67512	35.297538	-83.873196	36.442414	-76.851908	459 mi	7 hours 36 mins	489.318334149	479.10866299	466.057	501.266666667
67513	35.666348	-81.957584	35.254541	-82.052168	35.8 mi	48 mins	38.5624952011	54.0220870355	38.733	58.2666666667
67514	36.086759	-76.669192	35.448216	-83.461342	446 mi	6 hours 44 mins	450.449532483	420.241326234	443.352	440.033333333
67515	35.019192	-84.050630	36.217734	-76.708651	511 mi	7 hours 59 mins	518.748561919	501.006836913	503.03	529.116666667
67516	35.270927	-83.749059	35.847947	-76.321905	486 mi	7 hours 34 mins	490.559621544	467.86132131	477.0389	492.75
