ODIndex	originLat	originLng	destinationLat	destinationLng	ArcGISMile	ArcGISMin
11667	35.404538	-83.407377	35.015667	-77.715610	410.77378735	389.740039104
11668	36.084901	-75.818494	35.407690	-79.176470	254.817640251	253.995415199
11669	35.871283	-77.591907	35.412919	-80.810994	225.911955511	208.18775207
11670	35.649862	-80.104607	35.043781	-77.478738	210.304820545	211.293329851
11671	36.453577	-77.675023	36.096324	-81.948520	275.975472437	284.170929542
11672	36.334388	-78.254163	36.275135	-76.930269	89.559862781	117.221062594
11673	35.053613	-78.798977	35.330790	-83.209176	319.149967521	318.114694608
11674	36.178331	-76.880452	35.287052	-77.656844	103.989194808	122.56808713
11675	35.323223	-80.902452	36.526562	-80.867995	95.2199899942	91.5289133424
11676	35.825495	-77.102346	35.438061	-80.247694	231.843176901	215.696935545
11677	36.550629	-75.927994	35.361219	-75.500021	99.2997435887	150.285898922
11678	35.763354	-82.510351	35.506485	-83.077053	48.2095294291	52.469416692
11679	34.317411	-77.747187	35.312517	-80.258378	197.390836484	198.895464629
11680	35.771623	-78.995403	36.254612	-78.932842	42.0803364865	54.5350341171
11681	34.747075	-76.629900	35.110621	-80.154465	263.510896923	283.637828547
11682	35.268941	-80.087803	35.356188	-83.505976	257.821695998	260.139697412
11683	36.512927	-81.543260	35.519810	-78.114423	245.426356155	253.840836287
11684	34.997429	-80.181736	35.185285	-82.709129	198.523456351	208.304407627
11685	35.275562	-78.657118	35.201415	-82.771021	300.905507718	298.648725946
11686	35.105047	-78.777449	36.102636	-78.866784	89.6334336639	88.9221763912
11687	34.703067	-79.312878	36.373895	-80.245356	165.4270245	170.202339059
11688	34.409317	-77.604329	35.247797	-76.569254	101.520438866	118.337068713
11689	35.568997	-79.581362	35.433942	-83.439453	275.521706759	266.986460258
11690	34.539715	-79.295333	35.119860	-78.319385	91.5456626977	89.2896405562
11691	33.928964	-78.270875	35.219046	-78.541195	132.843080949	129.453167541
11692	36.105794	-78.935630	36.510645	-78.930348	34.8247225828	46.6385921593
11693	35.220222	-80.038033	34.973293	-79.759537	31.9080643615	38.7897118369
11694	34.729712	-76.623815	36.193552	-79.641996	234.501340766	241.5418106
11695	35.997170	-82.150922	34.423758	-78.086567	356.165636107	349.475781642
11696	35.296012	-77.695616	34.456329	-77.835587	80.7067986562	91.4265398328
11697	35.334901	-83.213813	35.917035	-80.858876	161.06755285	156.762381789
11698	35.833308	-82.637155	35.328765	-83.835832	116.078047453	127.909858648
11699	35.458478	-79.784101	34.947235	-78.319612	126.265206891	152.484520427
11700	35.969191	-80.284569	36.352014	-81.791139	106.48391758	125.245489396
11701	36.090459	-79.524498	35.483959	-79.126403	56.6636085985	65.396827992
11702	36.300407	-81.807135	35.209664	-79.625753	193.553352903	198.306431602
11703	35.522758	-80.566316	35.156566	-78.912103	153.091214357	159.248465997
11704	34.265605	-78.837981	36.523398	-81.102260	258.899622321	257.660371318
11705	36.174290	-77.424313	36.249980	-77.103954	27.84263408	36.5394637527
11706	35.596756	-79.317540	36.070982	-80.617885	96.4862372267	97.655279625
11707	34.991507	-78.085399	35.277958	-80.810084	231.603406906	210.691239313
11708	36.186898	-79.474413	35.886201	-76.147244	224.610389861	227.454353352
11709	35.982505	-80.199748	34.681442	-78.985211	159.416254688	159.227916465
11710	36.055837	-76.651731	35.361875	-81.384784	336.076505461	314.897281178
11711	35.816618	-81.384519	35.298315	-78.266867	237.47793544	224.096911911
11712	35.057741	-80.697471	35.020036	-78.583779	159.430103529	172.116909092
11713	35.990732	-77.102373	33.962197	-78.032851	195.057932978	218.38305887
11714	35.934933	-76.617076	34.548966	-79.094634	215.678360756	199.552664679
11715	35.465191	-82.519444	36.025637	-82.262962	63.2290260535	77.5812515571
11716	33.923800	-78.206356	35.285430	-83.788847	451.552010524	427.629372324
11717	36.169879	-80.217083	35.368096	-80.578420	67.1930568653	72.4420301471
11718	35.811861	-81.310843	35.977028	-82.298300	87.8698708922	106.881623443
11719	36.229732	-76.698595	36.127928	-80.578626	272.653914288	259.848261308
11720	36.449666	-79.977465	36.146175	-81.861276	139.298135012	158.059949607
11721	35.587098	-80.574352	35.877622	-81.612883	86.1176480846	98.6995009285
11722	35.890423	-82.016835	36.316355	-76.268771	405.223835237	384.081196978
11723	35.659713	-79.364229	35.902967	-80.537025	89.817021441	87.3162326849
11724	34.574256	-78.712553	35.714767	-81.908107	241.206684715	250.360940771
11725	36.346557	-77.160773	35.208177	-80.102713	266.100614779	263.744974378
11726	34.814113	-77.465471	35.270915	-82.688842	390.052817134	371.508093256
11727	36.363294	-81.478587	36.169970	-76.227020	357.800004519	354.008299346
11728	35.595543	-77.027425	35.897985	-78.609734	111.278453819	104.609994942
11729	34.723213	-76.735425	35.982922	-80.248327	258.212755828	259.779560831
11730	36.471559	-79.941518	35.312275	-83.601793	256.407514151	253.749645584
11731	35.932473	-78.272139	35.194185	-80.351131	173.438475937	183.451949641
11732	35.248020	-80.988009	36.170576	-80.830866	74.7123145863	73.588671765
11733	35.333498	-75.505743	35.086970	-77.030710	189.843989417	206.025079785
11734	35.491347	-82.955202	36.284193	-78.945064	257.076811958	243.59667625
11735	35.004508	-79.181412	35.010195	-77.565268	104.188167999	127.219529291
11736	35.552243	-82.515353	34.893753	-78.400432	296.027161229	301.560147737
11737	35.085888	-80.238276	34.998400	-77.715025	192.937227559	207.285625811
11738	35.804236	-77.393156	35.225369	-78.029950	84.4482316475	84.9132386177
11739	35.924055	-78.401344	35.221709	-78.688709	71.4933056711	67.6981900184
11740	35.486960	-80.256007	36.522825	-76.788948	261.531071039	256.660324097
11741	36.453367	-80.975076	36.498754	-77.893776	219.957997385	222.520552037
11742	35.249809	-78.538758	35.441509	-80.133523	181.103916357	175.90901406
11743	36.083201	-78.585338	35.354625	-79.230031	74.3881421732	80.5908173254
11744	36.164874	-80.216231	35.178185	-76.963755	230.357752158	230.490128761
11745	36.249084	-77.902581	35.201797	-83.061806	375.456235873	377.930567359
11746	35.411524	-80.724331	35.509033	-75.990974	337.412494603	322.195073459
11747	36.056341	-78.553603	35.950039	-76.463429	138.022611403	146.921223466
11748	36.019208	-76.582411	36.260278	-76.302906	28.6751806125	34.6637569166
11749	35.218931	-78.860989	36.519630	-80.994552	189.018826675	199.380072267
11750	35.196934	-81.386505	35.214624	-83.616073	185.014067007	188.799267981
11751	35.446713	-79.174506	36.210742	-81.604781	167.90422833	167.463835217
11752	35.907092	-78.603479	35.451415	-83.443874	311.885973971	293.678416525
11753	35.221932	-80.158644	36.363372	-76.203801	336.983317496	324.948867723
11754	36.065732	-78.932546	35.723607	-81.909438	184.694275115	173.289232896
11755	36.114302	-76.814607	33.891139	-78.567094	234.372047602	254.899362404
11756	34.886155	-76.772349	34.277586	-77.801524	102.596106975	125.289214012
11757	35.248349	-77.288362	36.334308	-79.691554	197.197954625	200.374304673
11758	36.269880	-81.352987	35.206954	-82.745789	168.317038276	188.432727281
11759	35.437105	-77.666107	36.026455	-82.320297	332.155676297	331.536390767
11760	36.261616	-79.279165	36.240622	-78.327212	83.7948663417	89.2153383987
11761	35.386222	-77.125902	35.344858	-83.815407	452.273481315	433.967805423
11762	34.828570	-79.881988	36.189502	-80.511145	136.183933596	133.223086703
11763	36.085247	-79.407752	35.647793	-82.115270	169.637955326	158.886083485
11764	36.160143	-81.829933	35.488072	-81.034388	94.557233785	127.267932559
11765	35.270616	-83.066644	35.970500	-82.138486	118.238720277	137.870640206
11766	36.238853	-78.927361	35.261755	-82.634543	259.807821884	248.353440154
11767	36.241249	-76.430578	34.873707	-79.797087	256.472695955	254.882513811
11768	35.327769	-83.206623	35.456744	-82.869814	29.3625921983	40.3379305743
11769	35.454353	-81.012126	35.636314	-82.066210	76.9080719716	78.2969747115
11770	35.317057	-78.984591	35.354279	-79.923005	61.3967336572	77.5868995278
11771	35.973658	-80.437770	36.358133	-78.213023	145.87335047	140.137506016
11772	36.258450	-79.390908	36.388097	-80.427226	87.7054174533	98.3214613764
11773	36.044034	-78.814396	36.401773	-78.993593	34.169182656	42.5813005459
11774	35.020849	-80.768833	35.235441	-82.243647	115.39595082	110.907171308
11775	35.653807	-82.129025	36.437152	-77.401249	332.140107432	306.273345259
11776	35.851077	-79.434114	36.340155	-78.990170	56.7322253427	66.084439644
11777	36.517335	-78.843433	35.402291	-77.700365	140.0265557	153.698375576
11778	36.114780	-79.399276	36.046716	-81.902771	157.751870205	170.87158972
11779	36.104393	-76.251289	36.247241	-76.142740	28.3252481443	50.6987510337
11780	35.411394	-80.710235	36.028134	-77.452056	227.281183111	212.044696798
11781	35.803635	-77.142646	35.424889	-83.419652	410.639959516	378.994679616
