ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
67047	35.287678	-76.768365	35.546211	-76.191973	68.6 mi	1 hour 52 mins	62.4337698683	92.115287867	68.653	117.15
67048	36.158948	-80.359772	36.161096	-79.819744	39.9 mi	53 mins	40.7678314617	53.5704754065	40.301	58.35
67049	35.975598	-78.826742	36.162765	-78.550789	25.8 mi	36 mins	26.6539035051	34.8692141832	26.754	41.0333333333
67050	35.856841	-78.318653	35.938897	-78.240486	10.0 mi	14 mins	11.2151918524	14.6542714427	10.027	18.6166666667
67051	35.231757	-82.695778	35.219106	-82.735472	4.0 mi	10 mins	3.95736444972	9.0212002881	3.952	14.1166666667
67052	35.891415	-81.514152	35.384116	-81.091274	48.4 mi	57 mins	46.9410702706	55.6784594985	47.04	59.3
67053	35.288787	-78.037686	35.480755	-78.377133	32.5 mi	40 mins	32.7491592955	39.4473551778	32.561	41.3166666667
67054	35.313566	-78.030220	35.662938	-78.054644	34.4 mi	37 mins	31.3482258747	37.2477395095	34.513	45.8166666667
67055	35.230819	-75.630793	35.507873	-76.447608	135 mi	2 hours 35 mins	135.050433019	157.392839384	135.456	172.733333333
67056	36.262491	-76.741680	35.052714	-83.819264	492 mi	7 hours 36 mins	496.887969767	473.253252675	490.196	498.866666667
67057	35.903855	-77.723560	35.581441	-77.932390	31.0 mi	40 mins	44.7350737257	49.9748244751	36.441	57.85
67058	35.715171	-80.583534	36.139918	-80.468877	35.8 mi	47 mins	44.0433046799	53.8399887481	62.504	69.1
67059	35.177660	-83.156475	35.835365	-82.568227	92.4 mi	1 hour 55 mins	96.1933950056	119.73116674	95.997	126.633333333
67060	36.032748	-80.043865	35.621886	-80.285892	56.1 mi	59 mins	49.6142841182	58.5719777256	50.305	79.9666666667
67061	36.291185	-78.620982	36.454614	-78.405671	20.6 mi	31 mins	24.2444510119	34.8605900164	24.507	35.1333333333
67062	35.654842	-81.172140	35.701620	-80.434806	51.0 mi	1 hour 2 mins	56.2771852612	66.2520636095	55.942	69.2
67063	35.555516	-78.547820	36.343385	-78.755249	62.7 mi	1 hour 18 mins	77.7024273361	93.5922163554	71.235	90.9666666667
