ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
50001	36.318586	-77.717887	36.531832	-77.872770	29.9 mi	42 mins	35.2370413468	49.8532733672	29.922	61.35
50002	36.044528	-78.838360	36.329252	-78.631698	28.1 mi	30 mins	27.9230086412	30.0779339071	28.152	31.7166666667
50003	35.253820	-79.727736	35.233130	-80.167623	34.4 mi	45 mins	34.9351591523	44.6745586612	30.515	52.15
50004	35.579644	-82.713111	35.920001	-82.728171	42.3 mi	57 mins	43.1355321018	56.7094044497	42.321	67.6833333333
50005	36.023484	-78.801375	35.993694	-78.811426	2.7 mi	6 mins	2.69260248959	4.42616878132	2.702	6.65
50006	35.080035	-83.752834	35.375367	-83.501269	57.0 mi	1 hour 13 mins	58.1345684638	75.6755479758	61.544	82.5833333333
50007	35.040119	-84.163146	36.084973	-76.416870	516 mi	8 hours 1 min	519.961969658	502.700417919	504.903	530.1
50008	36.458112	-81.545706	36.265701	-81.614238	23.1 mi	44 mins	24.1740112918	43.4736211002	24.847	50.3333333333
50009	35.348028	-75.511870	35.940038	-82.403287	486 mi	7 hours 55 mins	489.942241749	485.420765229	484.129	508.95
50010	36.408327	-78.178272	36.525368	-78.295065	15.7 mi	22 mins	16.3370445028	23.0350466646	15.76	30.0833333333
50011	36.497620	-81.251697	36.261426	-80.941444	35.5 mi	52 mins	39.8481737158	59.4622832477	35.025	66.0333333333
50012	36.280892	-76.262497	36.351405	-76.599123	27.9 mi	39 mins	31.8169029425	39.6119008313	27.934	47.55
50013	35.843707	-75.652983	34.999440	-83.927463	547 mi	8 hours 32 mins	555.182006783	535.631234041	544.8099	554.466666667
50014	36.088395	-78.571004	36.249280	-78.432798	17.7 mi	22 mins	22.3222754015	27.779743918	17.748	24.7166666667
50015	35.355183	-79.769143	34.973293	-79.759537	32.8 mi	33 mins	32.2697871448	35.3778472825	32.883	38.3
50016	35.898159	-81.215319	35.947848	-81.267628	5.8 mi	10 mins	5.73358037656	11.5191061895	5.78	15.6
