ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
52206	36.230983	-76.701998	35.291886	-83.778698	489 mi	7 hours 31 mins	492.982580785	470.764560849	485.982	491.8
52207	36.199445	-75.874106	35.219672	-83.373935	513 mi	8 hours 3 mins	528.949027832	514.784945911	510.223	516.95
52208	35.367495	-83.467381	36.219169	-76.709428	463 mi	7 hours 3 mins	467.16128102	441.365662832	451.768	466.216666667
52209	35.022396	-83.670476	35.210201	-75.695700	588 mi	9 hours 25 mins	591.992044152	579.099564907	577.5439	611.666666667
52210	35.439041	-83.458052	35.732416	-76.442828	456 mi	7 hours 17 mins	460.183509518	445.002113857	445.0169	480.25
52211	36.084901	-75.818494	35.325075	-83.784619	541 mi	8 hours 25 mins	557.5317243	539.990983288	538.61	550.283333333
52212	35.285864	-83.845141	36.148281	-76.301786	501 mi	7 hours 48 mins	505.576672424	483.458051968	495.698	520.216666667
52213	35.018350	-84.254704	35.797440	-76.397810	521 mi	8 hours 8 mins	518.761200549	503.390836431	509.8709	532.85
52214	35.213086	-83.814664	36.183743	-76.535784	492 mi	7 hours 34 mins	497.150917962	470.328484474	481.573	498.316666667
52215	36.228019	-76.696104	35.339782	-83.746683	482 mi	7 hours 23 mins	486.267357924	462.042616051	479.632	489.1
52216	35.265291	-75.593585	35.248587	-83.702872	573 mi	9 hours 6 mins	577.617868532	564.472967796	570.607	584.416666667
52217	36.084366	-76.450313	35.308275	-83.823356	488 mi	7 hours 31 mins	492.256139773	469.905370297	485.9531	497.283333333
52218	36.325505	-75.910406	35.542477	-82.873272	456 mi	7 hours 0 mins	470.753714761	454.106192102	453.616	453.833333333
52219	35.498286	-82.953513	36.336983	-76.243009	443 mi	6 hours 42 mins	459.172633864	439.295219348	432.311	437.766666667
52220	35.262354	-75.588583	35.155780	-83.153438	548 mi	9 hours 6 mins	565.48801847	561.703147508	545.8101	584.083333333
52221	35.154090	-76.890826	35.077060	-83.847176	478 mi	7 hours 37 mins	482.089863017	472.969316365	478.713	500.9
52222	36.301171	-76.116545	35.437785	-83.549971	493 mi	7 hours 46 mins	500.71064802	482.559685571	489.639	505.266666667
52223	36.137780	-76.335405	35.426649	-83.448993	469 mi	7 hours 9 mins	473.140301103	443.011130912	466.286	464.6
52224	35.571440	-77.135472	35.031238	-84.040263	463 mi	7 hours 13 mins	466.5735937	449.321671111	469.6191	486.733333333
52225	36.243323	-76.829533	34.989626	-83.824682	483 mi	7 hours 36 mins	494.367212047	473.642211488	487.937	496.516666667
52226	36.438361	-76.289715	35.164429	-83.435030	463 mi	7 hours 34 mins	503.22113443	485.109385698	491.395	487.95
52227	35.077060	-83.847176	36.445957	-76.326953	526 mi	8 hours 7 mins	530.197156833	520.640358847	514.972	535.266666667
52228	35.067424	-83.404109	35.793718	-76.390297	473 mi	7 hours 21 mins	471.552138651	452.558347128	461.252	483.5
52229	35.536485	-82.863502	35.112274	-75.976454	540 mi	9 hours 26 mins	537.069269951	554.067463926	522.982	579.733333333
52230	35.269470	-83.364520	36.208251	-76.176029	486 mi	7 hours 31 mins	488.159499419	463.952897297	478.571	500.683333333
52231	36.507056	-76.098350	35.394082	-83.592082	505 mi	7 hours 48 mins	507.150514024	489.490760035	502.829	506.8
52232	36.400757	-76.285175	35.319471	-83.871268	492 mi	8 hours 10 mins	531.400167101	518.561877986	518.704	529.466666667
52233	35.204733	-84.115703	36.405383	-76.726775	490 mi	8 hours 14 mins	521.713544143	525.377680329	492.376	552.7
52234	35.256200	-75.597403	35.333122	-83.195336	537 mi	8 hours 30 mins	541.360465662	524.784292298	534.843	547.916666667
52235	35.352255	-75.510529	35.136564	-83.368083	548 mi	8 hours 37 mins	551.831508939	532.586591201	545.3831	556.783333333
52236	35.114321	-83.361037	36.084371	-76.447438	469 mi	7 hours 10 mins	471.272650924	448.99474339	458.141	475.033333333
52237	35.454878	-76.098066	35.428344	-83.687543	511 mi	8 hours 8 mins	521.110011639	504.79945035	510.9481	559.033333333
52238	35.082140	-84.024490	36.082372	-76.393900	510 mi	7 hours 54 mins	513.940484539	499.738728711	498.917	528.333333333
52239	34.729959	-76.920044	35.048608	-83.734123	488 mi	7 hours 44 mins	491.579381147	482.177267788	496.667	504.283333333
52240	36.443126	-76.328486	35.392822	-83.716722	472 mi	7 hours 40 mins	508.674911494	489.356706809	499.981	495.216666667
52241	35.078443	-83.757264	35.455861	-76.059838	523 mi	8 hours 22 mins	533.538495055	516.671784254	523.6821	558.75
52242	35.319001	-83.798585	36.104016	-76.400805	489 mi	7 hours 29 mins	493.640018766	471.4083887	478.5789	507.316666667
52243	35.438213	-83.458323	36.540384	-76.752678	432 mi	6 hours 56 mins	447.046746023	426.782882974	434.833	455.5
52244	35.187947	-83.317599	36.314125	-76.267656	480 mi	7 hours 20 mins	486.80682876	458.23686382	469.401	483.066666667
52245	35.902507	-82.900038	36.163263	-75.743758	499 mi	7 hours 51 mins	518.675626307	516.213528875	487.846	510.75
52246	36.499538	-76.054382	35.052943	-83.079123	493 mi	8 hours 4 mins	519.284216334	514.928885168	490.233	515.85
52247	36.290539	-76.973005	35.009586	-83.825615	470 mi	7 hours 17 mins	477.396166101	463.490160062	471.516	476.466666667
52248	35.533585	-76.545001	35.332189	-83.423708	457 mi	7 hours 12 mins	463.388800627	449.133521178	456.73	474.7
52249	36.199445	-75.874106	35.393788	-83.158738	484 mi	7 hours 26 mins	500.895774101	478.900331998	481.752	476.666666667
52250	34.734969	-76.557397	35.374253	-83.673064	484 mi	7 hours 37 mins	488.123646362	473.591412197	484.755	506.25
52251	35.217038	-75.678491	35.782316	-82.743926	521 mi	8 hours 19 mins	524.548505559	515.073313557	518.029	537.533333333
52252	36.120284	-76.907338	35.356496	-83.837876	466 mi	7 hours 13 mins	473.025908823	447.788950114	466.244	477.016666667
52253	35.088516	-84.258130	35.894943	-76.437164	514 mi	8 hours 2 mins	524.347141848	504.771599148	502.9089	525.016666667
52254	35.300448	-83.602247	35.481215	-76.503010	476 mi	7 hours 32 mins	487.637710796	466.756477695	476.715	498.383333333
52255	35.760589	-82.554642	35.358072	-75.505300	493 mi	7 hours 38 mins	497.701199218	472.691062164	482.4471	497.616666667
52256	35.078443	-83.757264	34.976716	-76.823873	485 mi	7 hours 46 mins	489.075083664	479.668007199	485.951	509.966666667
52257	36.238435	-75.868285	35.324814	-83.770989	529 mi	8 hours 13 mins	545.916412153	527.702325738	526.815	535.1
52258	36.104393	-76.251289	35.391817	-83.486858	479 mi	7 hours 22 mins	483.031671032	461.986934853	475.909	482.066666667
52259	35.189308	-83.406088	36.219317	-76.706349	463 mi	7 hours 5 mins	466.941322549	443.720930046	451.927	468.833333333
52260	35.308276	-83.171264	36.011934	-75.677835	499 mi	7 hours 41 mins	532.075724694	521.383115613	487.823	501.25
52261	35.078443	-83.757264	34.901395	-76.937746	475 mi	7 hours 33 mins	478.803193683	466.648254284	475.643	496.266666667
52262	35.027790	-84.118809	36.438499	-77.078243	461 mi	7 hours 29 mins	488.136330277	471.1458886	462.268	483.116666667
52263	36.240430	-76.324672	35.054567	-83.892950	510 mi	7 hours 49 mins	517.300597285	488.077154402	507.69	506.6
