ODIndex	originLat	originLng	destinationLat	destinationLng	GoogleMile	GoogleMin	ArcGISMile	ArcGISMin	OSMMile	OSMMin
55328	35.128582	-83.175982	35.920327	-76.310577	458 mi	7 hours 28 mins	475.595218717	460.782809622	446.715	478.9
55329	35.114762	-83.912227	35.056577	-77.114171	477 mi	7 hours 37 mins	480.48579333	473.643374465	481.551	509.333333333
55330	35.130110	-83.405127	36.486966	-76.336712	495 mi	7 hours 29 mins	496.053091305	475.763540129	483.229	489.55
55331	36.541213	-76.722063	35.146812	-83.356289	437 mi	7 hours 7 mins	453.882458673	437.087527249	460.511	467.633333333
55332	35.330492	-76.701832	35.116475	-84.003287	495 mi	7 hours 49 mins	505.764106385	488.784917835	502.258	527.816666667
55333	35.478307	-76.012115	35.462030	-83.390366	485 mi	7 hours 36 mins	495.879010923	475.422744215	480.263	505.45
55334	36.443228	-76.606750	34.997629	-83.824069	476 mi	7 hours 44 mins	507.131459108	489.523189483	499.611	505.55
55335	35.555797	-75.467819	35.026497	-83.663306	555 mi	8 hours 38 mins	559.537078674	536.535799875	553.082	557.783333333
55336	35.110840	-75.967801	35.392021	-83.474447	585 mi	10 hours 10 mins	583.824004141	599.857362493	577.838	622.216666667
55337	35.024568	-83.667052	35.909594	-76.320296	487 mi	7 hours 24 mins	490.755404247	458.891053268	475.735	481.183333333
55338	35.086048	-83.951562	36.309345	-76.624541	508 mi	7 hours 50 mins	513.980444348	488.147744417	496.795	516.216666667
55339	35.432051	-83.361595	35.761723	-76.181991	467 mi	7 hours 0 mins	471.540905251	435.708672145	456.299	461.233333333
55340	35.390701	-83.921668	35.773449	-77.175461	454 mi	7 hours 12 mins	458.077010194	443.977886257	434.575	457.016666667
55341	35.022072	-76.715712	35.382481	-83.879323	490 mi	7 hours 49 mins	493.805012568	483.614384498	490.524	518.766666667
55342	35.233187	-83.368167	36.015485	-76.579531	453 mi	6 hours 52 mins	455.936008289	429.403459691	440.81	448.683333333
55343	35.261082	-75.524495	35.374598	-83.230264	531 mi	8 hours 17 mins	534.99273986	512.885954496	528.0291	534.883333333
55344	35.908864	-75.673294	35.252926	-83.280112	494 mi	7 hours 33 mins	497.978850406	469.904103954	491.099	489.05
55345	34.988905	-84.067202	35.880687	-76.449637	506 mi	7 hours 49 mins	510.665837014	487.827664126	495.5519	508.733333333
55346	35.365322	-75.502689	36.032067	-82.294560	486 mi	7 hours 52 mins	490.382791967	487.189748893	480.6829	507.783333333
55347	34.971497	-76.597369	35.322800	-83.807060	499 mi	7 hours 59 mins	502.671382736	490.925339141	504.5	537.083333333
55348	36.363372	-76.203801	35.094078	-83.695237	521 mi	8 hours 13 mins	540.948123304	531.487914951	518.779	533.6
55349	36.335646	-77.113602	35.322207	-83.798660	434 mi	7 hours 2 mins	460.502481974	441.666510967	451.732	472.7
