ODIndex	originLat	originLng	destinationLat	destinationLng	ArcGISMile	ArcGISMin
6	35.724459	-79.798843	35.218818	-77.452461	170.20346456	175.901488701
7	36.006884	-75.676801	35.096762	-82.816819	527.711337199	522.264973229
8	35.452598	-79.219991	35.618216	-80.568031	112.296637409	110.798998996
9	34.424856	-78.378115	34.674792	-79.278250	65.1960582278	70.8155821134
10	34.537381	-78.674034	35.048426	-77.436049	92.512242832	111.415041903
11	34.262613	-78.755092	36.093951	-78.568334	164.215871903	165.114707202
12	35.381835	-77.939167	35.930383	-76.574662	112.194950695	123.023567263
13	34.945534	-79.731023	35.289265	-81.903696	147.056340209	165.094796205
14	35.675285	-81.329676	35.969492	-78.364147	193.842667687	183.298699811
15	35.813819	-81.312045	35.143656	-76.631400	318.53313966	316.183510089
16	34.233163	-78.804754	36.412775	-77.604492	196.077616138	177.23815106
17	36.237603	-75.873220	36.445223	-76.329437	37.2569796684	43.0634702965
18	35.906207	-76.311667	36.358362	-78.287444	188.780387882	180.935539299
19	34.759742	-76.827942	36.134222	-81.849706	345.640817106	350.361311765
20	34.316297	-78.847207	35.095348	-79.446755	79.7914773948	81.7615915761
21	35.153563	-81.061121	36.330674	-76.244191	364.24047059	359.743192914
22	34.308570	-77.742620	36.442980	-76.326074	211.144541951	224.534196229
23	35.169165	-78.014350	35.132037	-83.351281	390.738641478	370.94544158
24	36.557248	-81.244049	35.865636	-77.992776	226.093890138	228.64985869
25	36.283920	-79.188572	35.331049	-77.120984	165.21453069	180.192386044
26	35.626015	-82.690944	34.811698	-79.547911	230.792586151	235.956235654
27	35.298469	-82.520110	35.763843	-81.293397	110.960266165	116.078402797
28	35.210075	-83.408445	35.000916	-77.715040	417.179964454	393.861086774
29	34.831802	-80.067908	35.965555	-79.107048	116.816695206	138.886387371
30	35.104015	-80.319969	35.785569	-76.398571	278.431844198	287.904665444
31	35.643047	-78.088235	35.479157	-79.603484	118.771162919	127.196130067
32	35.805725	-80.948799	35.293833	-81.893738	83.8556443023	90.5524617583
33	34.468013	-78.429690	36.518592	-77.898682	198.534599157	189.79395522
34	35.057363	-77.474996	36.092724	-76.458774	129.626166647	148.447917865
35	35.250457	-78.379622	35.947527	-80.545600	169.322209733	153.698535462
36	35.111146	-78.784776	35.913866	-82.412340	278.994055664	292.067318782
37	33.990233	-78.277239	36.270575	-80.828179	278.15604464	261.346405861
38	34.448593	-78.567155	35.958266	-81.005549	215.202274715	240.506518029
39	34.958711	-79.048205	34.834445	-77.462875	104.739340851	132.695551798
40	36.184080	-80.216377	34.996415	-79.104319	134.313440935	152.504952611
41	34.722663	-78.214910	35.909740	-82.198926	330.136124259	317.56494962
42	36.381778	-78.766304	35.499899	-77.403833	136.08073037	148.808907574
43	36.102428	-75.825161	35.519108	-80.963573	395.808201747	395.603853914
44	35.252974	-81.085192	36.084800	-76.442166	327.663448229	307.359772275
45	35.538964	-81.449728	36.177071	-81.588532	63.2672998403	88.9425835885
46	35.530763	-82.672251	35.511024	-77.717674	326.677664911	300.651698405
47	36.532723	-80.750038	34.369218	-77.666443	284.429107286	262.350030509
48	35.988055	-81.943468	36.436143	-77.926275	265.232274182	267.042061973
49	35.997303	-81.517355	36.116141	-78.741460	170.091217103	166.217029179
50	36.329354	-80.433472	35.959512	-82.299237	165.919072297	177.029637109
51	34.958594	-78.519372	35.467570	-76.431541	176.312248833	189.858236858
52	35.871263	-77.958891	35.955522	-79.081615	83.5795723526	84.4393349175
53	36.080346	-79.516539	35.953863	-82.197477	187.688204287	194.703658265
54	35.272655	-80.988628	35.971782	-76.074406	337.697580471	323.107321316
55	36.100729	-78.902071	35.948086	-80.589058	109.101635904	105.567245976
56	35.304784	-83.788869	36.093037	-81.970787	161.662895005	185.613700773
57	35.195403	-81.157888	36.123915	-81.309193	92.0793689619	109.807318219
58	35.096639	-77.219652	34.998482	-77.551694	31.312252894	36.9492947725
59	36.361728	-80.316609	35.951770	-76.299702	282.270186927	277.29152778
60	36.015724	-80.168913	36.235902	-81.618316	89.127449177	91.080004285
61	34.549105	-78.128805	34.922852	-79.768829	126.886352918	126.671521116
62	36.038833	-82.312063	35.078775	-77.954729	330.108774932	340.460815736
63	35.483704	-80.277458	35.157137	-82.809746	187.89874327	196.141462894
64	34.591115	-78.740020	35.817765	-81.291316	215.672716323	233.657247209
65	35.033284	-80.659904	35.854307	-82.647808	175.047374946	178.557298289
66	34.401115	-77.660213	36.509832	-80.568618	268.828682013	250.539212146
67	36.545638	-81.010441	36.190421	-77.958159	218.691568782	219.914899291
68	35.062144	-77.349280	35.084785	-76.635033	51.8111071324	57.7297174223
69	35.407625	-81.355185	35.988055	-81.943468	68.0350648336	88.4421831626
70	35.291517	-82.536945	34.751773	-77.996135	372.397966792	350.379836348
71	36.513044	-80.647841	36.234823	-81.086163	42.5399779729	49.6919588034
72	35.279734	-80.684345	36.086748	-80.740079	76.2105801595	77.2390324738
73	34.942367	-76.629383	35.202969	-82.785137	445.057186981	434.959158481
