ODIndex	originLat	originLng	destinationLat	destinationLng	ArcGISMile	ArcGISMin
40001	36.490024	-81.128063	35.463323	-82.878241	187.014857633	189.452883051
40002	35.596697	-78.437548	35.231456	-80.072079	152.295880776	168.403035894
40003	35.564938	-82.653797	36.178819	-81.589889	106.011299204	123.165503167
40004	35.690036	-81.164848	35.449555	-83.390717	147.482327361	144.840410189
40005	35.525106	-77.021814	36.442640	-77.712071	103.399251355	104.962184125
40006	36.008586	-78.991022	35.315753	-77.651903	112.008664703	115.719999468
40007	35.156125	-77.804537	36.408327	-78.178272	119.015152089	123.145546686
40008	35.213285	-82.357997	36.175189	-81.984389	112.88236518	128.426684219
40009	35.017275	-84.289746	34.569900	-77.399596	505.321233133	494.39963005
40010	36.158948	-80.359772	36.193893	-81.640445	82.324969707	89.7606477676
40011	35.901245	-75.680433	35.412275	-76.335919	70.4419750637	80.5959381087
40012	36.460929	-77.686735	35.397654	-78.154154	93.5032916602	89.2119638205
40013	36.069393	-77.036145	34.157150	-77.895311	173.388913518	198.398959764
40014	35.127857	-77.991246	34.658882	-79.191426	116.35737425	115.835748697
40015	36.355410	-80.365623	36.162613	-81.983213	135.983260567	155.240414904
40016	36.165376	-77.246068	36.042824	-77.765208	45.5704782601	56.5270455801
40017	36.011331	-79.362082	35.180329	-79.903767	99.1107814208	99.8553108073
40018	35.734179	-79.776347	34.851503	-77.813772	180.116425185	177.087439071
40019	34.281215	-77.840253	34.720008	-79.533148	119.606923077	120.661583916
40020	35.398972	-79.159946	36.512143	-79.624057	105.577669714	116.516690626
40021	35.279330	-79.057549	35.247782	-79.957837	63.316556301	80.7872473665
40022	34.989057	-83.825905	35.835611	-76.720047	478.672216738	452.074528965
40023	36.319920	-81.210618	36.225695	-81.718989	45.3534950893	65.3268482817
40024	36.500096	-81.445247	35.908258	-82.191836	82.9158463152	119.922296558
40025	35.680916	-81.194553	36.296541	-81.501041	62.5781057631	78.5647291527
40026	36.282670	-76.115272	35.003740	-83.671033	521.949592988	499.541763666
40027	35.701508	-81.671872	35.555531	-80.457456	84.2749017191	92.6288073668
40028	34.807182	-79.544315	35.272337	-79.231282	44.0798508323	52.3771228107
40029	35.138712	-83.494398	35.530972	-81.406653	154.801813957	159.489124424
40030	34.936525	-79.139063	35.238347	-80.166057	90.739333865	104.327200735
40031	36.069584	-78.835936	35.254567	-77.615340	111.536207683	116.283097028
40032	35.378968	-81.165789	35.354256	-81.346574	15.2524098579	21.0743315882
40033	36.403488	-79.338344	36.284562	-78.951065	31.2131731416	37.7027265911
40034	36.360954	-76.582578	36.490491	-77.020676	39.7671183619	49.0783434308
40035	36.213025	-76.707286	35.836445	-77.915672	102.429921969	110.153627969
40036	35.301733	-81.535520	35.342932	-79.632380	156.117105081	159.879939419
40037	35.858125	-78.324767	35.272956	-80.088080	172.281651236	168.583331097
40038	35.121356	-77.791958	35.426886	-79.576473	146.180385237	154.676629819
40039	36.029636	-78.806907	35.847390	-77.462051	100.000211566	94.169955327
40040	35.812863	-77.027474	35.966597	-76.232392	52.7144544047	60.0784063409
40041	35.426189	-77.642173	36.324041	-78.473958	117.17670219	118.922082734
40042	36.207569	-79.741461	34.761218	-78.871393	131.569586657	149.433754456
40043	36.376490	-81.507574	35.767156	-80.590461	97.6778304799	102.614572148
40044	36.040787	-81.954471	35.401059	-83.474265	130.977455453	141.798524111
